name_ID,name_orig,name_orig_for_lookup,google_name,name_compare,brief_desc,image_url,image_source,detailed_desc,desc_source
14,"Kasebier, Gertrude",Gertrude Kasebier,Gertrude KÃ¤sebier,FALSE,American photographer,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRf1j_aZx7zR1hJtpuCY43wLJtK74Ia8jmyZyXj3qnfFJrBrUGa,https://es.wikipedia.org/wiki/Archivo:Gertrude_Kasebier-Portrait.jpg,"Gertrude KÃ¤sebier was an American photographer. She was known for her images of motherhood, her portraits of Native Americans, and her promotion of photography as a career for women.",https://en.wikipedia.org/wiki/Gertrude_K%C3%A4sebier
15,"Bush, George W.",George W. Bush,George W. Bush,TRUE,43rd U.S. President,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHqyNcIjD4b2IEd56llx2MDn_TjQ1d_U25db8P5W-vHnSbT-ln,https://commons.wikimedia.org/wiki/File:George-W-Bush.jpeg,"George Walker Bush is an American politician and businessman who served as the 43rd president of the United States from 2001 to 2009. A member of the Republican Party, he had previously served as the 46th governor of Texas from 1995 to 2000. Born into the Bush family, his father, George H. W. Bush, served as the 41st president of the United States from 1989 to 1993.
Bush is the eldest son of Barbara and George H. W. Bush. ",https://en.wikipedia.org/wiki/George_W._Bush
16,"Gore, Jr., Albert A.",Albert A. Jr. Gore,Al Gore,FALSE,Former Vice President of the United States,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShCHjkZih34eDPSNbqAbqH5DsmxkwO5RmcJd4DNKI235f25YFk,https://en.m.wikipedia.org/wiki/File:Al_Gore_crop.jpg,Albert Arnold Gore Jr. is an American politician and environmentalist who served as the 45th vice president of the United States from 1993 to 2001. ,https://en.wikipedia.org/wiki/Al_Gore
17,"Kennerly, David Hume",David Hume Kennerly,David Hume Kennerly,TRUE,American photographer,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTrhmIiVa72GBOlvjOP1nIhoLjrPGWCDU2vKbEoO8bEOIdAm6lS,https://en.wikipedia.org/wiki/David_Hume_Kennerly,"David Hume Kennerly is an American photographer. He won the 1972 Pulitzer Prize for Feature Photography for his portfolio of photographs of the Vietnam War, Cambodia, East Pakistani refugees near Calcutta, and the Ali-Frazier fight in Madison Square Garden. ",https://en.wikipedia.org/wiki/David_Hume_Kennerly
18,"Eisenhower, Dwight D.",Dwight D. Eisenhower,Dwight D. Eisenhower,TRUE,34th U.S. President,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKX622IhtmvpstKGGQxKcEUK2K-izXfKhHIj-Z3wWSa9TIXnAN,"https://commons.wikimedia.org/wiki/File:Dwight_D._Eisenhower,_official_photo_portrait,_May_29,_1959.jpg","Dwight David ""Ike"" Eisenhower, GCB, OM was an American politician and soldier who served as the 34th president of the United States from 1953 to 1961. ",https://en.wikipedia.org/wiki/Dwight_D._Eisenhower
20,"Kennedy, Edward M.",Edward M. Kennedy,Ted Kennedy,FALSE,Former American senator,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ7VFhUzMozlcskLCUqSH923QLXY8quCxz0GDsYnGz7Gar_E0TL,"https://fr.m.wikipedia.org/wiki/Fichier:Ted_Kennedy,_official_photo_portrait.jpg","Edward Moore Kennedy was an American politician and lawyer who served as a U.S. Senator from Massachusetts for almost 47 years, from 1962 until his death in 2009. ",https://en.wikipedia.org/wiki/Ted_Kennedy
21,"Baughman, J. Ross",J. Ross Baughman,J. Ross Baughman,TRUE,American photojournalist,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwHF3kobV2f5ehZvXQZkjyt830IKPoEtZhDk5ICrFfRw3kupo_,https://en.wikipedia.org/wiki/J._Ross_Baughman,"John Ross Baughman, known as J. Ross Baughman, is an American photojournalist who won a Pulitzer Prize for his portfolio showing the brutal treatment of prisoners by Rhodesian Security Forces in the fall of 1977.",https://en.wikipedia.org/wiki/J._Ross_Baughman
23,"Goldwater, Barry",Barry Goldwater,Barry Goldwater,TRUE,Former American senator,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTKf5sZMjDU-SsJ3KKVkecIqflBNYtNHQ4U4qldoFRFrUNkMoZj,https://commons.wikimedia.org/wiki/File:Barry_Goldwater.jpg,"Barry Morris Goldwater was an American politician, businessman, and author who was a five-term Senator from Arizona and the Republican Party nominee for president of the United States in 1964. ",https://en.wikipedia.org/wiki/Barry_Goldwater
24,"McCain, John",John McCain,John McCain,TRUE,Former United States Senator,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSUL9Pv35Uyfvrc-8IPLuoKRCawQaat_I5o7Tn7DIaGntxRLpVF,https://en.m.wikipedia.org/wiki/File:John_McCain_official_photo_portrait-cropped-background_edit.JPG,"John Sidney McCain III was an American politician and US Navy officer, who served as a United States Senator for Arizona from 1987 until his death in 2018. ",https://en.wikipedia.org/wiki/John_McCain
25,"Roosevelt, Franklin Delano",Franklin Delano Roosevelt,Franklin D. Roosevelt,FALSE,32nd U.S. President,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQuRW16tNmrUvXyKIGV_NUsdhP8oDmpFdJCIKLH4u0UB1RjhZvS,https://commons.wikimedia.org/wiki/File:1944_portrait_of_FDR_(2).jpg,"Franklin Delano Roosevelt, often referred to by his initials FDR, was an American politician who served as the 32nd president of the United States from 1933 until his death in 1945. ",https://en.wikipedia.org/wiki/Franklin_D._Roosevelt
29,"Clinton, Bill",Bill Clinton,Bill Clinton,TRUE,42nd U.S. President,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQZHqsSb14FYpITA6LgLe9maA6UClxgFVDR-A5k0sRoYXwgm6ur,https://commons.wikimedia.org/wiki/File:Bill_Clinton.jpg,"William Jefferson Clinton is an American lawyer and politician who served as the 42nd president of the United States from 1993 to 2001. Prior to his presidency, he served as governor of Arkansas and as attorney general of Arkansas. ",https://en.wikipedia.org/wiki/Bill_Clinton
31,"McGovern, George",George McGovern,George McGovern,TRUE,American Politician,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSEfSvgm6Gp_Az0xfhO-AVUdrUUbgEYnumPNSCejyNpM298wEpC,"https://commons.wikimedia.org/wiki/File:George_McGovern,_c_1972.jpg","George Stanley McGovern was an American politician, historian, U.S. representative, U.S. senator, and the Democratic Party presidential nominee in the 1972 presidential election.
McGovern grew up in Mitchell, South Dakota, where he was a renowned debater. He volunteered for the U.S. ",https://en.wikipedia.org/wiki/George_McGovern
33,"Peixotto, Ernest Clifford",Ernest Clifford Peixotto,Peixotto Ernest,FALSE,American artist,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRu-o_qBabAc4_CTLzqJ9J__vNgmhMaBPIITimJnB6E70q6NYXE,"https://commons.wikimedia.org/wiki/File:Ernest_Peixotto,_High_Street,_Lincoln,_1899.jpg","Ernest Clifford Peixotto was an American artist, illustrator, and author. Although he was known mainly for his murals and his travel literature, his artwork also regularly appeared in Scribner's Magazine. ",https://en.wikipedia.org/wiki/Ernest_Peixotto
37,"Carter, Jimmy",Jimmy Carter,Jimmy Carter,TRUE,39th U.S. President,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS25gGWK7zAmM_KOGYUextJaGA0nF8JDW-04Jt_kIi2lOuhKCVT,https://commons.wikimedia.org/wiki/File:JimmyCarterPortrait.jpg,"James Earl Carter Jr. is an American politician, philanthropist, and former farmer who served as the 39th president of the United States from 1977 to 1981. ",https://en.wikipedia.org/wiki/Jimmy_Carter
38,"Gasparro, Frank",Frank Gasparro,Frank Gasparro,TRUE,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRuU0oKZSfXCCEKXfhQoI8pc83pcmyYBJdS8ttn9elOVmDgn5eJ,https://commons.wikimedia.org/wiki/File:Frank_Gasparro_Historical_Marker_727_Carpenter_St_Philadelphia_PA_(DSC_3619).jpg,"Frank Gasparro was the tenth Chief Engraver of the United States Mint, holding this position from February 23, 1965, to January 16, 1981. Before that, he was Assistant Engraver. He designed both sides of the Susan B. ",https://en.wikipedia.org/wiki/Frank_Gasparro
39,"Reagan, Ronald Wilson",Ronald Wilson Reagan,Ronald Reagan,FALSE,40th U.S. President,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTQBinJNlQMD6q_SE15VtByELLKNjQ9H89V_QQjcft_uo7pK6If,https://en.wikipedia.org/wiki/File:Official_Portrait_of_President_Reagan_1981.jpg,Ronald Wilson Reagan was an American politician who served as the 40th president of the United States from 1981 to 1989 and became a highly influential voice of modern conservatism. ,https://en.wikipedia.org/wiki/Ronald_Reagan
40,"Paul, Ron",Ron Paul,Ron Paul,TRUE,Former U.S. Representative,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTN3uJR2_WjNVgnEQu8T72Pk8kYCRKpQ25Pf523Pg13Kj94tW5K,https://en.wikipedia.org/wiki/File:Ron_Paul_by_Gage_Skidmore_3_crop.jpg,"Ronald Ernest Paul is an American author, physician, retired politician, and presidential candidate who served as the U.S. Representative for Texas's 22nd congressional district from 1976 to 1977 and again from 1979 to 1985, and for Texas's 14th congressional district from 1997 to 2013. ",https://en.wikipedia.org/wiki/Ron_Paul
41,"Romney, Mitt",Mitt Romney,Mitt Romney,TRUE,United States Senator,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRljG3JXBf29-hXLzGm8IYx3mfZdc-BeYPWAqzR-84UtM2R72wO,https://en.wikipedia.org/wiki/File:Mitt_Romney_by_Gage_Skidmore_4_(x).jpg,"Willard Mitt Romney is an American politician, businessman and former presidential candidate who has served as the junior United States senator from Utah since January 2019. ",https://en.wikipedia.org/wiki/Mitt_Romney
43,"Muray, Nickolas",Nickolas Muray,Nickolas Muray,TRUE,American photographer,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQYLl65pu9Pfl0gPDXWxuw0NWKbk2iHattNCXIESAvWH588xZ-g,"https://commons.wikimedia.org/wiki/File:Ava_Gardner_by_Nickolas_Muray,_Modern_Screen,_1952.jpg",Nickolas Muray was a Hungarian-born American photographer and Olympic saber fencer.,https://en.wikipedia.org/wiki/Nickolas_Muray
44,"Mondale, Walter F.",Walter F. Mondale,Walter Mondale,FALSE,Former Vice President of the United States,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQfi_OYt56HbpqnW0ESrM360ovduWP0wL4bRsRsCa3BDqb3XMy_,https://commons.wikimedia.org/wiki/File:Vice_President_Mondale_1977.jpg,"Walter Frederick Mondale is an American politician, diplomat and lawyer who served as the 42nd vice president of the United States from 1977 to 1981. ",https://en.wikipedia.org/wiki/Walter_Mondale
47,"Ferris, Jean Leon Gerome",Jean Leon Gerome Ferris,Jean Leon Gerome Ferris,TRUE,American painter,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS_a9YzNzrdSnu38rNhoPLMNBj-EttSO0T3iVErvwMdadODGDlh,https://commons.wikimedia.org/wiki/File:Jean_Leon_Gerome_Ferris_-_The_Railsplitter_(1909).png,"Jean Leon Gerome Ferris was an American painter best known for his series of 78 scenes from American history, entitled The Pageant of a Nation, the largest series of American historical paintings by a single artist.",https://en.wikipedia.org/wiki/Jean_Leon_Gerome_Ferris
48,"Johnson, Lyndon B. (Lyndon Baines)",Lyndon B. (Lyndon Baines) Johnson,Lyndon B. Johnson,FALSE,36th U.S. President,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS8MTxczFsZ2n53g9XzwW-meb43-bU6go0Na2P3QR-B_Dy7WzOW,"https://commons.wikimedia.org/wiki/File:Lyndon_B._Johnson,_photo_portrait,_leaning_on_chair,_color_cropped.jpg",,
49,"Ford, Gerald R.",Gerald R. Ford,Gerald Ford,FALSE,38th U.S. President,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQGZePyUWFCdi8aksFWfaa-i18RjwwVJhcw_VO2NVFAhrGrQsKP,https://de.wikipedia.org/wiki/Datei:Gerald_Ford_presidential_portrait_(cropped).jpg,Gerald Rudolph Ford Jr. was an American politician who served as the 38th president of the United States from August 1974 to January 1977. ,https://en.wikipedia.org/wiki/Gerald_Ford
50,"Washington, George",George Washington,George Washington,TRUE,1st U.S. President,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcThqrOqMKNpGudoB5Qb8U-FFsqUGDceKuK7UewtxntADBCLGk8V,https://de.m.wikipedia.org/wiki/Datei:01_george_washington-1-.jpg,"George Washington was an American political leader, military general, statesman, and founding father who served as the first president of the United States from 1789 to 1797. ",https://en.wikipedia.org/wiki/George_Washington
52,"White House, The",The White House,Franklin D. Roosevelt,FALSE,32nd U.S. President,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQuRW16tNmrUvXyKIGV_NUsdhP8oDmpFdJCIKLH4u0UB1RjhZvS,https://commons.wikimedia.org/wiki/File:1944_portrait_of_FDR_(2).jpg,"Franklin Delano Roosevelt, often referred to by his initials FDR, was an American politician who served as the 32nd president of the United States from 1933 until his death in 1945. ",https://en.wikipedia.org/wiki/Franklin_D._Roosevelt
53,"Kerry, John F.",John F. Kerry,John Kerry,FALSE,Former United States Secretary of State,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRlSbY2L3qWrsTumahV2lDBB1NVHrOxy_269QHw2wQ1gPCEckaX,https://commons.wikimedia.org/wiki/File:John_F._Kerry.jpg,John Forbes Kerry is an American politician and diplomat who served as the 68th United States Secretary of State from 2013 to 2017. ,https://en.wikipedia.org/wiki/John_Kerry
54,"Clinton, Hillary Rodham",Hillary Rodham Clinton,Hillary Clinton,FALSE,Former United States Secretary of State,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWV_vh9-8o3BdM_5fShN6sOUczlbzApfDQ_uQV8An-wNQNT8my,https://de.m.wikipedia.org/wiki/Datei:Hillary_Clinton_by_Gage_Skidmore_2.jpg,"Hillary Diane Rodham Clinton is an American politician, diplomat, lawyer, writer, and public speaker who served as the 67th United States secretary of state from 2009 to 2013, as a United States senator from New York from 2001 to 2009, and as First Lady of the United States from 1993 to 2001. ",https://en.wikipedia.org/wiki/Hillary_Clinton
57,"Hill, Levi",Levi Hill,Levi Hill,TRUE,American photographer,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT5l-KGHgS1G2i69LGVx6hb2uH5cZ1dvhgMm_s26J3RJF-wSDkK,https://commons.wikimedia.org/wiki/File:Levi_Hill_(cropped).jpg,"Levi Hill was an American minister in upstate New York who claimed in 1851 that he had invented a color photographic process. Borrowing terms previously introduced in France, Hill called his process ""heliochromy"" and the photographs that it produced ""heliochromes"", but by analogy to the naming of the then-current daguerreotype process after its inventor Louis Daguerre, Hill's color photographs were soon being called ""Hillotypes"". ",https://en.wikipedia.org/wiki/Levi_Hill
58,"Mydans, Carl",Carl Mydans,Carl Mydans,TRUE,American photographer,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTBgl39pVDptVRRk5URoRdOWEP2Wf-QmIUDqO0E91RGaeQ6detr,https://commons.wikimedia.org/wiki/File:Carl_Mydans_3c22476v.jpg,Carl Mydans was an American photographer who worked for the Farm Security Administration and Life magazine.,https://en.wikipedia.org/wiki/Carl_Mydans
59,"Bush, George",George Bush,George W. Bush,FALSE,43rd U.S. President,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHqyNcIjD4b2IEd56llx2MDn_TjQ1d_U25db8P5W-vHnSbT-ln,https://commons.wikimedia.org/wiki/File:George-W-Bush.jpeg,"George Walker Bush is an American politician and businessman who served as the 43rd president of the United States from 2001 to 2009. A member of the Republican Party, he had previously served as the 46th governor of Texas from 1995 to 2000. Born into the Bush family, his father, George H. W. Bush, served as the 41st president of the United States from 1989 to 1993.
Bush is the eldest son of Barbara and George H. W. Bush. ",https://en.wikipedia.org/wiki/George_W._Bush
60,"Biden, Joe",Joe Biden,Joe Biden,TRUE,Former Vice President of the United States,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR26CUOn8tiAn01OXhjdzr6QDr39TI_-Kmsh4kRqvDKFjtGjH05,https://commons.wikimedia.org/wiki/File:Joebiden2.png,"Joseph Robinette Biden Jr. is an American politician who served as the 47th vice president of the United States from 2009 to 2017. A member of the Democratic Party, he served as a United States Senator for Delaware from 1973 to 2009. Biden is the Democratic presidential nominee for the 2020 election, running against the incumbent, Donald Trump.
Biden was raised in Scranton, Pennsylvania, and New Castle County, Delaware. He studied at the University of Delaware before receiving his law degree from Syracuse University. He became a lawyer in 1969 and was elected to the New Castle County Council in 1970. He was elected to the U.S. Senate from Delaware in 1972, becoming the sixth-youngest senator in American history. Biden was a longtime member and eventually chairman of the Senate Foreign Relations Committee. ",https://en.wikipedia.org/wiki/Joe_Biden
61,"Bridwell, Norman",Norman Bridwell,Norman Bridwell,TRUE,American author,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQfMMTZg6k5BH3_TLFXzMuYg8wOH3p3-ZJOqq1rhkbGUM9E_B_x,"https://commons.wikimedia.org/wiki/File:Norman_Bridwell,_Clifford_the_Big_Red_Dog,_2011.jpg",Norman Ray Bridwell was an American author and cartoonist best known for the Clifford the Big Red Dog book series.,https://en.wikipedia.org/wiki/Norman_Bridwell
62,"Hart, Gary",Gary Hart,Gary Hart,TRUE,Former United States Senator,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPVLNTjTSINzYBdLEGWMDszZsqVUPDukqOjiyhy-TNZCbxOULb,https://en.m.wikipedia.org/wiki/File:Gary_Hart_Senator_in_1987.jpg,"Gary Warren Hart is an American politician, diplomat, and lawyer. He was the front-runner for the 1988 Democratic presidential nomination until he dropped out amid revelations of extramarital affairs. ",https://en.wikipedia.org/wiki/Gary_Hart
63,"Humphrey, Hubert H.",Hubert H. Humphrey,Hubert Humphrey,FALSE,Former Vice President of the United States,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmZLO4rt94B_rZY6BT8ksCu_PWShAFZ1l7rf3t0FmOqcvyZlH3,https://commons.wikimedia.org/wiki/File:Hubert_Humphrey_vice_presidential_portrait.jpg,"Hubert Horatio Humphrey Jr. was an American politician who served as the 38th vice president of the United States from 1965 to 1969. He twice served in the United States Senate, representing Minnesota from 1949 to 1964 and 1971 to 1978. He was the Democratic Party's nominee in the 1968 presidential election, losing to Republican nominee Richard Nixon.
Born in Wallace, South Dakota, Humphrey attended the University of Minnesota. At one point he helped run his father's pharmacy. ",https://en.wikipedia.org/wiki/Hubert_Humphrey
64,"Miller, William E.",William E. Miller,Marilyn Monroe,FALSE,American actress,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSvsavfqjkjkyI_SIX5WSbpTGl3bCVrZAlmtoJJ2lBbK4B85xHh,https://commons.wikimedia.org/wiki/File:Marilyn_Monroe_in_1952_TFA.jpg,"Marilyn Monroe was an American actress, model, and singer. Famous for playing comedic ""blonde bombshell"" characters, she became one of the most popular sex symbols of the 1950s and early 1960s and was emblematic of the era's changing attitudes towards sexuality. ",https://en.wikipedia.org/wiki/Marilyn_Monroe
67,"McCarthy, Eugene",Eugene McCarthy,Eugene McCarthy,TRUE,Former United States Senator,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQtNC-hWrjz_-5uoXQMGIaelQVuUWrp3wCkaPEEsIXUm0FlyLYf,https://commons.wikimedia.org/wiki/File:Eugene_mccarthy_windsofchange.jpg,Eugene Joseph McCarthy was an American politician and poet from Minnesota. He served in the United States House of Representatives from 1949 to 1959 and the United States Senate from 1959 to 1971. ,https://en.wikipedia.org/wiki/Eugene_McCarthy
68,"Henson, Jim",Jim Henson,Jim Henson,TRUE,American puppeteer,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSYNBEUfW9uSR9xCfazUtxZWtoCJXb3Eetom1YhvyzjJscKyFYf,https://commons.wikimedia.org/wiki/File:Jim_Henson_headcrop_Emmys_1989.jpg,"James Maury Henson was an American puppeteer, animator, cartoonist, actor, inventor, filmmaker, and screenwriter who achieved worldwide notice as the creator of The Muppets and Fraggle Rock; puppeteer and puppet character creator for Sesame Street and as the director of The Dark Crystal and Labyrinth. ",https://en.wikipedia.org/wiki/Jim_Henson
69,"Stevenson, Adlai",Adlai Stevenson,Adlai Stevenson II,FALSE,Former Governor of Illinois,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTzNcIpUxHKWFooXIBMiDFOtG4jMSohQGbWrTK9YiCntNLQ7MYv,https://en.wikipedia.org/wiki/File:Adlai_E._Stevenson.jpg,"Adlai Ewing Stevenson II was an American lawyer, politician, and diplomat.
Raised in Bloomington, Illinois, Stevenson was a member of the Democratic Party. ",https://en.wikipedia.org/wiki/Adlai_Stevenson_II
70,"Muybridge, Eadweard",Eadweard Muybridge,Eadweard Muybridge,TRUE,Photographer,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQhs-IqZ3aXNfhm_TzyL__dHKsrAs7t5BAG6dhBbtNn3LVgYaLE,https://en.wikipedia.org/wiki/List_of_people_from_the_Royal_Borough_of_Kingston_upon_Thames,"Eadweard Muybridge was an English photographer important for his pioneering work in photographic studies of motion, and early work in motion-picture projection. ",https://en.wikipedia.org/wiki/Eadweard_Muybridge
71,"Reagan, Ronald",Ronald Reagan,Ronald Reagan,TRUE,40th U.S. President,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTQBinJNlQMD6q_SE15VtByELLKNjQ9H89V_QQjcft_uo7pK6If,https://en.wikipedia.org/wiki/File:Official_Portrait_of_President_Reagan_1981.jpg,Ronald Wilson Reagan was an American politician who served as the 40th president of the United States from 1981 to 1989 and became a highly influential voice of modern conservatism. ,https://en.wikipedia.org/wiki/Ronald_Reagan
72,"Kennedy, Robert F.",Robert F. Kennedy,Robert F. Kennedy,TRUE,Former United States Attorney General,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRi8RxyNogbTMPIF9nA__f_yVNCxSWwaZ2lKc53ukZ3azqL5ket,https://commons.wikimedia.org/wiki/File:Robert_F._Kennedy_1964.jpeg,"Robert Francis Kennedy, also referred to by his initials RFK and occasionally by the nickname Bobby, was an American politician and lawyer who served as the 64th United States Attorney General from January 1961 to September 1964, and as a U.S. ",https://en.wikipedia.org/wiki/Robert_F._Kennedy
73,"Roosevelt, Theodore",Theodore Roosevelt,Theodore Roosevelt,TRUE,26th U.S. President,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQL1ePRARFTpV1O0uhDV3UMnJSWKxmw8XCxjVcw1xfZAtnqTIUs,https://commons.wikimedia.org/wiki/File:Theodore_Roosevelt_1901-08.jpg,"Theodore Roosevelt Jr., often referred to as Teddy Roosevelt or his initials T. R., was an American statesman, politician, conservationist, naturalist, and writer, who served as the 26th president of the United States from 1901 to 1909. ",https://en.wikipedia.org/wiki/Theodore_Roosevelt
74,"Bacon, Ruth",Ruth Bacon,Sosie Bacon,FALSE,American actress,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQign5VxKILrGvpORUZJHCFICBMJQEQgTFQKLA2RktV2mMenf6s,https://commons.wikimedia.org/wiki/File:Sosie_Bacon_in_Lady_Lonely_teaser_trailer.jpg,"Sosie Ruth Bacon is an American actress. Her first role was playing 10-year-old Emily in the movie Loverboy, which was directed by her father, Kevin Bacon. ",https://en.wikipedia.org/wiki/Sosie_Bacon
76,"King, Jr., Martin Luther",Martin Luther Jr. King,Martin Luther King Jr.,FALSE,American minister,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSdj7VVi2gQfR1IrimhaS8mllZrLZPkdGdbeBaJvlPtdJhdZpYV,https://commons.wikimedia.org/wiki/File:Martin_Luther_King_press_conference_01269u_edit.jpg,Martin Luther King Jr. was an American Christian minister and activist who became the most visible spokesperson and leader in the civil rights movement from 1955 until his assassination in 1968. ,https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.
77,"Trump, Donald J.",Donald J. Trump,Donald Trump,FALSE,45th U.S. President,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTziV7FBh4SpNBRu0eA1O573JwEZHPFnbPm9Nsty4cBqVc6eGBN,https://fa.m.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%D9%86%D8%AF%D9%87:Donald_Trump_Pentagon_2017.jpg,"Donald John Trump is the 45th and current president of the United States. Before entering politics, he was a businessman and television personality.
Trump was born and raised in Queens, New York City. ",https://en.wikipedia.org/wiki/Donald_Trump
78,"Agnew, Spiro T.",Spiro T. Agnew,Spiro Agnew,FALSE,Former Vice President of the United States,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRhcrliRew0VbfvY3rvozda5QJfGrhoRkUzimVXqFRkaDLrNME7,https://ko.m.wikipedia.org/wiki/%ED%8C%8C%EC%9D%BC:Spiro_Agnew.jpg,"Spiro Theodore Agnew was the 39th vice president of the United States from 1969 until his resignation in 1973. He is the second and most recent vice president to resign the position, the other being John C. Calhoun in 1832. ",https://en.wikipedia.org/wiki/Spiro_Agnew
79,"Anthony, Susan B.",Susan B. Anthony,Susan B. Anthony,TRUE,American women's rights activist,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT4BvE5KefGU5ggObccdtfsQ6tTqbI5EIAZ0NqO2CwC7H9ElBYp,https://en.wikipedia.org/wiki/File:Susan_B_Anthony_c1855.png,"Susan B. Anthony was an American social reformer and women's rights activist who played a pivotal role in the women's suffrage movement. Born into a Quaker family committed to social equality, she collected anti-slavery petitions at the age of 17. In 1856, she became the New York state agent for the American Anti-Slavery Society.
",https://en.wikipedia.org/wiki/Susan_B._Anthony
81,"Gobrecht, Christian",Christian Gobrecht,Christian Gobrecht,TRUE,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS0HuatRqwPqkgvNoGtpB8JFMF1dW5_pBEm2kp9VPv4GhEk1qIN,https://en.wikipedia.org/wiki/Christian_Gobrecht,"Christian Gobrecht was the third Chief Engraver of the United States Mint from 1840 until his death in 1844. He was responsible for designing the famous ""Seated Liberty"" designs, which were in turn the direct inspiration for the design of the Trade Dollar. ",https://en.wikipedia.org/wiki/Christian_Gobrecht
82,"Obama, Michelle",Michelle Obama,Michelle Obama,TRUE,Former First Lady of the United States,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTwP99KYsQeyj-uLJlPCNsIpglLkqmVjx1_p9NO3WSkcvFK2jSa,https://ca.wikipedia.org/wiki/Fitxer:Michelle_Obama_official_portrait_headshot.jpg,"Michelle LaVaughn Robinson Obama is an American attorney and author who was the first lady of the United States from 2009 to 2017. She is married to the 44th president of the United States, Barack Obama. She was the first African-American first lady.
Raised on the South Side of Chicago, Illinois, Obama is a graduate of Princeton University and Harvard Law School. In her early legal career, she worked at the law firm Sidley Austin where she met Barack Obama. ",https://en.wikipedia.org/wiki/Michelle_Obama
84,"Jochum, Betsy",Betsy Jochum,Betsy Jochum,TRUE,Baseball player,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT-P3NqVTrDwBR0U30oEkGpV9YWqnry0ZlnQ3Px-kCjt06c4R4R,https://commons.wikimedia.org/wiki/File:Betsy_Jochum_Headshot.jpg,"Betsy ""Sockum"" Jochum is a former outfielder and pitcher who played from 1943 through 1948 in the All-American Girls Professional Baseball League. Listed at 5' 7"", 140 lb., she batted and threw right-handed.",https://en.wikipedia.org/wiki/Betsy_Jochum
87,"Aylward, William James",William James Aylward,William James Aylward,TRUE,Artist,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRGN0L5QtDXQudimWp7XWCMH409NfaGUfYUt8F1VD1UxrvOywUG,https://en.wikipedia.org/wiki/William_James_Aylward,William James Aylward was a war artist for the United States Army during World War I.,https://en.wikipedia.org/wiki/William_James_Aylward
