Name,Name_ID,Category,Items,Img_path,wiki_brief,wiki_long,fill_check,border_check,Name_Display,Topics,Sub_Category,Name_Web,smithsonian_URL,google_URL
"Kent, Grace Helen",KentGraceHelen,Medicine and Science,9,,,,ms,ms,Grace Helen Kent,"Psychological Tests, Mathematics, Mathematics, Psychology, Psychological Tests, Psychology, Science", Mathematics,Grace%20Helen%20Kent,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Grace%20Helen%20Kent,https://www.google.com/search?q=Grace%20Helen%20Kent
"King, Freddy",KingFreddy,Cultural and Community Life,9,,,,ccl,ccl,Freddy King,"Amusements, Musical instruments, Music", Entertainment,Freddy%20King,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Freddy%20King,https://www.google.com/search?q=Freddy%20King
"La Bianca, Ginetta",LaBiancaGinetta,Cultural and Community Life,9,,,,ccl,ccl,Ginetta La Bianca,"Opera, Costume, Sound Recordings, Music, Opera, Costume, Opera, Costume", Entertainment,Ginetta%20La%20Bianca,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Ginetta%20La%20Bianca,https://www.google.com/search?q=Ginetta%20La%20Bianca
"Manson, Christopher",MansonChristopher,Work and Industry,9,,,,wi,wi,Christopher Manson,"Communications, Communication, broadsides, Children, Literature, Plants, Poetry, Printing, Newspapers, Broadside, Botany", Graphic Arts,Christopher%20Manson,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Christopher%20Manson,https://www.google.com/search?q=Christopher%20Manson
"Nixon, Patricia",NixonPatricia,Political and Military History,9,images/394.jpg,Richard Nixon's daughter,"Patricia Nixon Cox is the elder daughter of the 37th President Richard Nixon and First Lady Pat Nixon, and sister to Julie Nixon Eisenhower.
She is married to Edward F. Cox and is the mother of Christopher Nixon Cox.
In her father's public career, Cox performed a ceremonial role, in contrast to Julie's more political involvement. She accompanied him on many campaign stops and, after his inauguration, on state trips around the world.",img,pmh,Patricia Nixon,"Women, Government, Government, Inaugurations, Inaugurations, Presidents, Presidents, Presidents' spouses, First ladies, Government, Politics, Social reformers, Elections, Government, Presidents, Presidents' spouses, First ladies"," Political History, Campaign Collection",Patricia%20Nixon,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Patricia%20Nixon,https://www.google.com/search?q=Patricia%20Nixon
"O'Quin, Gene",O'QuinGene,Cultural and Community Life,9,,,,ccl,ccl,Gene O'Quin,Music, Entertainment,Gene%20O'Quin,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Gene%20O'Quin,https://www.google.com/search?q=Gene%20O'Quin
"Otis, Johnny",OtisJohnny,Cultural and Community Life,9,,American drummer,"Tony Braunagel is an American drummer, producer, and songwriter from Houston, Texas, United States based in Los Angeles, California. ",ccl,ccl,Johnny Otis,"Amusements, Musical instruments, Music", Entertainment,Johnny%20Otis,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Johnny%20Otis,https://www.google.com/search?q=Johnny%20Otis
"Pelosi, Nancy",PelosiNancy,Political and Military History,9,images/397.jpg,Speaker of the United States House of Representatives,Nancy Patricia Pelosi is an American politician serving as a congresswoman from California and the Speaker of the United States House of Representatives. ,img,pmh,Nancy Pelosi,"Women's History, Social reformers, Politics, Government, Democratic National Convention of 2004, Politics, Princeton Posters, Conservatism, Politics, Presidential Inauguration of 2009, Government, Politics, Social reformers, Women's History, Presidential Inauguration of 2009, Princeton Posters, Women"," Political History, Campaign Collection",Nancy%20Pelosi,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Nancy%20Pelosi,https://www.google.com/search?q=Nancy%20Pelosi
"Perry, Rick",PerryRick,Political and Military History,9,images/398.jpg,Former United States Secretary of Energy,"James Richard ""Rick"" Perry is an American politician who served as the 14th United States Secretary of Energy from 2017 to 2019. ",img,pmh,Rick Perry,"Iowa Caucus 2012, Politics, Iowa Caucus 2012, Politics, Princeton Posters"," Political History, Campaign Collection",Rick%20Perry,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Rick%20Perry,https://www.google.com/search?q=Rick%20Perry
"Phelps, George M.",PhelpsGeorgeM,Work and Industry,9,,,,wi,wi,George M. Phelps,"Telegraph, Communications, Telegraph Registers, Telegraph Keys, Telegraph Relays & Repeaters", Electricity,George%20M%20Phelps,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=George%20M%20Phelps,https://www.google.com/search?q=George%20M%20Phelps
"Rankin, Jeannette",RankinJeannette,Political and Military History,9,images/399.jpg,American Politician,"Jeannette Pickering Rankin was an American politician and women's rights advocate, and the first woman to hold federal office in the United States. She was elected to the U.S. House of Representatives as a Republican from Montana in 1916, and again in 1940.
",img,pmh,Jeannette Rankin,"Women, Women's History, Social reformers, Nonviolence, Peace movements, Wars, Literature, Civil rights, Clothing and dress, Dress accessories, Elections, Equal rights amendments, Flags, Legislators, Suffrage, Suffrage, Voting, Women, Women's History, Anniversary, Civil rights, Education, Elections, Princeton Posters, Government, History, Legislators, Mexican-Americans and/or Chicanos, Politics, Princeton Posters, Social reformers, Social service, Suffrage, Theater, Voting, Women, Women's History, Civil rights, Women, Clothing and dress, Dress accessories, Government, Legislators, Politics, Social reformers, Women, Women's History"," Political History, Women's History Collection",Jeannette%20Rankin,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Jeannette%20Rankin,https://www.google.com/search?q=Jeannette%20Rankin
"Rathbone, Aaron",RathboneAaron,Cultural and Community Life,9,,,,ccl,ccl,Aaron Rathbone,"Copp Collection, Communications", Domestic Life,Aaron%20Rathbone,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Aaron%20Rathbone,https://www.google.com/search?q=Aaron%20Rathbone
"Raysor, Einar H.",RaysorEinarH,Cultural and Community Life,9,,,,ccl,ccl,Einar H. Raysor,"Skiing, Sports, recreational, Women", Sport and Leisure,Einar%20H%20Raysor,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Einar%20H%20Raysor,https://www.google.com/search?q=Einar%20H%20Raysor
"Reagan, Nancy",ReaganNancy,Political and Military History,9,images/400.jpg,Former First Lady of the United States,"Nancy Davis Reagan was an American film actress and the second wife of Ronald Reagan, the 40th president of the United States. She was the first lady of the United States from 1981 to 1989.
She was born in New York City. ",img,pmh,Nancy Reagan,"Politics, Women, Animals, Dogs, Photography, Presidential Campaign of 1984, Presidents, Presidents, Princeton Posters, Calendars, Presidents, Republican Party (U.S. : 1854- ), Women, Advertising, Postal service, First ladies, Presidents' spouses, Republican National Convention of 1980"," Political History, Presidential History Collection",Nancy%20Reagan,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Nancy%20Reagan,https://www.google.com/search?q=Nancy%20Reagan
"Reed, Jimmy",ReedJimmy,Cultural and Community Life,9,,American musician,Mathis James Reed was an American blues musician and songwriter. His particular style of electric blues was popular with blues as well as non-blues audiences. ,ccl,ccl,Jimmy Reed,"Musical instruments, Amusements, Music", Entertainment,Jimmy%20Reed,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Jimmy%20Reed,https://www.google.com/search?q=Jimmy%20Reed
"Richardson-Merrell, Inc",Richardson-MerrellInc,Medicine and Science,9,,,,ms,ms,Inc Richardson-Merrell,"Health & Medicine, The Antibody Initiative, Antibody Initiative: Tetanus, Antibody Initiative: Diphtheria, Vaccines, Antibody Initiative: Influenza, Antibody Initiative: Infectious Disease, Allergy, and Immunotherapy Collections", Medicine,Inc%20Richardson-Merrell,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Inc%20Richardson-Merrell,https://www.google.com/search?q=Inc%20Richardson-Merrell
"Ritchie, Henrietta F.",RitchieHenriettaF,Work and Industry,9,,,,wi,wi,Henrietta F. Ritchie,"Art, Philadelphia, Pennsylvania", Graphic Arts,Henrietta%20F%20Ritchie,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Henrietta%20F%20Ritchie,https://www.google.com/search?q=Henrietta%20F%20Ritchie
"Roosevelt, Franklin Delano",RooseveltFranklinDelano,Work and Industry,9,images/25.jpg,32nd U.S. President,"Franklin Delano Roosevelt, often referred to by his initials FDR, was an American politician who served as the 32nd president of the United States from 1933 until his death in 1945. ",img,wi,Franklin Delano Roosevelt,"Politics, Fireside Chats, Princeton Posters, Politics, Social reformers, Government, Politics, Presidential Campaign of 1940, Politics, Politics, Novelty, Souvenirs, U.S. Capitol Building, Social reformers, Government, Social reformers, Government, Music, Government, Buttons, Badges, Ribbons, Presidents, Washington D.C., Presidents, Elections, World War, 1939-1945, Photography, Presidents, Government, Social reformers, Presidential Inauguration of 1937, Politics, Memorials, Social reformers, Government, Inaugurations, Women, Social reformers, Voting, Elections, Government, Memorials, Military, Politics, Presidential Campaign of 1936, Presidents, Inaugurations, hotels, Presidents, World War, 1939-1945, Presidential Campaign of 1932, Presidents, New Deal, 1933-1939, Inaugurations, Music, Great Depression, 1929-1939, Architecture, Engineering, Military, On the Water exhibit, Transportation, World War, 1939-1945, Timekeeping, Transportation, Women's History, Sweatshops, Suffrage, Social reformers, Government, Elections, Government, Inaugurations, Presidents, Parades, Politics, Politics, Presidential Campaign of 1944, Presidents, Presidents, Military, British Royalty, Civilian Conservation Corps (U.S.), Courtship, Democratic National Convention of 1928, Food Culture, Government, Government, Homefront, World War II, Industrialization, Legislators, Death, Politics, not defined, Philanthropy, Politics, Politics, Politics, Social reformers, Social reformers, Social reformers, World War, 1939-1945, labor issues, On the Water exhibit, Military, Homefront, World War II, Advertising, Birthdays, General, Home Front Effort, Communications, Cvil Rights, Government, Government, Government, Great Depression, 1929-1939, Manufacturing industries, Normandy, Invasion of, Parks, public, Soldiers, Political Caricatures, Politics, Presidential Campaign of 1932, Presidential Inauguration of 1941, Presidents, Social reformers, State Government, War, War Bonds, World War, 1914-1918, World War, 1939-1945, On the Water exhibit, Transportation, Government, Politics, Social reformers, Children, Diplomacy, Economics, Economics, First ladies, Funeral rites and ceremonies, Government, Government, Health & Medicine, matches, Princeton Posters, Protest and Civil Disobedience, Protest and Civil Disobedience, Protests, Protests, Sinking of the Reuben James, Smoking, Social Security, Social reformers, Social reformers, Wars, Washington D.C., Women, World War, 1939-1945, World War, 1939-1945, labor issues, Prohibition, Princeton Posters, Homefront, World War II, Princeton Posters, Labor unions, March, Rally, Demonstration, or Other, March, Rally, Demonstration, or Other, Military, Miss America Pageant, New Deal Era, Peace movements, Photography, Politics, Politics, Presidential Campaign of 1932, Presidential Campaign of 1940, Presidents, Presidents, Presidents' spouses, Amusements, Family, Social life and customs"," Political History, Campaign Collection",Franklin%20Delano%20Roosevelt,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Franklin%20Delano%20Roosevelt,https://www.google.com/search?q=Franklin%20Delano%20Roosevelt
"Russell, Benjamin",RussellBenjamin,Cultural and Community Life,9,,American veteran,"Benjamin Russell Driebergen is an American Marine Corps veteran and reality television personality, best known for competing on and winning Survivor: Heroes vs. Healers vs. Hustlers. ",ccl,ccl,Benjamin Russell,"Furnishings, Art, Peters Prints, American Civil War (1861-1865), Civil War, 1861-1865, Whaling", Domestic Life,Benjamin%20Russell,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Benjamin%20Russell,https://www.google.com/search?q=Benjamin%20Russell
"Salomon, Erich",SalomonErich,Work and Industry,9,,Award,"The Dr. Erich Salomon Award, dedicated to Erich Salomon, is a lifetime achievement award for photojournalists given by the German Society for Photography.",wi,wi,Erich Salomon,"Photography, Erich Salomon Collection, Photo History Collection", Photographic History,Erich%20Salomon,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Erich%20Salomon,https://www.google.com/search?q=Erich%20Salomon
"Sanchez, Emilio",SanchezEmilio,Work and Industry,9,images/406.jpg,Tennis player,Emilio Ãngel SÃ¡nchez Vicario is a former world No. 1 doubles professional tennis player from Spain. He won five Grand Slam doubles titles and the men's doubles silver medal at the 1988 Olympic Games. ,img,wi,Emilio Sanchez,"Art, Communications", Graphic Arts,Emilio%20Sanchez,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Emilio%20Sanchez,https://www.google.com/search?q=Emilio%20Sanchez
"Sandrart, Johann Jakob von",SandrartJohannJakobvon,Work and Industry,9,,,,wi,wi,Johann Jakob von Sandrart,"Mythology, Art, Communications, Art, Communications, Marsh Collection, Mythology, Agriculture, Marsh Collection", Graphic Arts,Johann%20Jakob%20von%20Sandrart,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Johann%20Jakob%20von%20Sandrart,https://www.google.com/search?q=Johann%20Jakob%20von%20Sandrart
"Schulke, Flip",SchulkeFlip,Work and Industry,9,,,,wi,wi,Flip Schulke,"Photography, Amusements, Gymnastics, Men, Sports, Water, Women, Trees, Funeral rites and ceremonies", Photographic History,Flip%20Schulke,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Flip%20Schulke,https://www.google.com/search?q=Flip%20Schulke
"Sinclair, Thomas",SinclairThomas,Cultural and Community Life,9,,Basketball player,Sinclair Thomas is a former wheelchair basketball player and current coach. He was part of the Great Britain team that came fourth at the 2000 Summer Paralympics and won bronze medals at the 2004 event. ,ccl,ccl,Thomas Sinclair,"Furnishings, Peters Prints, Art, Dress accessories, Clothing and dress, Advertising, Chronology: 1850-1859, Animals, Horses, Pets, Adornment, Chronology: 1840-1849, Hunting, Transcontinental Railroad, Alcohol, Architecture, Commercial Buildings, Children, Civic Associations, Expositions, Family, Food habits, Marriage, Parks, public, Social life and customs, Temperance, Toys, Wagons", Graphic Arts,Thomas%20Sinclair,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Thomas%20Sinclair,https://www.google.com/search?q=Thomas%20Sinclair
"Skinner, B. F.",SkinnerBF,Medicine and Science,9,images/408.jpg,American psychologist,"Burrhus Frederic Skinner was an American psychologist, behaviorist, author, inventor, and social philosopher. He was a professor of psychology at Harvard University from 1958 until his retirement in 1974.
",img,ms,B. F. Skinner,"Science, Mathematics, Psychology, Education, Animals, Arithmetic Teaching, Artificial satellites, Birds, Military", Mathematics,B%20F%20Skinner,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=B%20F%20Skinner,https://www.google.com/search?q=B%20F%20Skinner
"Sloan, John",SloanJohn,Work and Industry,9,,,,wi,wi,John Sloan,"Communications, Art, Communications, Heating, Art, Dance, Music, Theater, Advertising, Women, Portraits, Track and Field", Occupations,John%20Sloan,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=John%20Sloan,https://www.google.com/search?q=John%20Sloan
"Stanley, William Ford",StanleyWilliamFord,Medicine and Science,9,,,,ms,ms,William Ford Stanley,"Science, Mathematics, Slide Rules, Rule, Calculating, Engineering, U.S. National Government, executive branch, Drawing Instruments, Fuller, George, Meteorology, Pantographs, Pens and Pencils, Trigonometry, Ellipsographs, Drafting, Engineering, Business", Mathematics,William%20Ford%20Stanley,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=William%20Ford%20Stanley,https://www.google.com/search?q=William%20Ford%20Stanley
"Stark, Ron",StarkRon,Cultural and Community Life,9,,Film actor,,ccl,ccl,Ron Stark,"Baseball, Sports", Sport and Leisure,Ron%20Stark,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Ron%20Stark,https://www.google.com/search?q=Ron%20Stark
"Stein, Samuel Leonard",SteinSamuelLeonard,Work and Industry,9,,,,wi,wi,Samuel Leonard Stein,"Photography, Women, Children, Agriculture, Beer, Dance, Dancers", Photographic History,Samuel%20Leonard%20Stein,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Samuel%20Leonard%20Stein,https://www.google.com/search?q=Samuel%20Leonard%20Stein
"Stieglitz, Alfred",StieglitzAlfred,Work and Industry,9,,,,wi,wi,Alfred Stieglitz,"Photography, Art, Transportation, Trains, Horses, Industrialization, Animals", Photographic History,Alfred%20Stieglitz,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Alfred%20Stieglitz,https://www.google.com/search?q=Alfred%20Stieglitz
"Strong, Thomas W.",StrongThomasW,Cultural and Community Life,9,,,,ccl,ccl,Thomas W. Strong,"Art, Furnishings, American Civil War (1861-1865), Civil War, 1861-1865, Dress accessories, Slavery, Social reformers, Clothing and dress, Children, Peters Prints, Courtship, Peters Prints, Furnishings, Dress accessories, Comic prints, Clothing and dress, Art, Adornment, Chronology: 1840-1849, Economics, Parks, public, abolitionism, Toys, Animals, Birds, Comic prints, Communication, letter writing, Death, Eagles, Education, Flowers, Holidays and Celebrations, general, Hunting, Literature, Marriage, Mesmerism, Political Caricatures", Domestic Life,Thomas%20W%20Strong,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Thomas%20W%20Strong,https://www.google.com/search?q=Thomas%20W%20Strong
"T. B. Harms and Francis, Day & Hunter",TBHarmsandFrancisDay&Hunter,Cultural and Community Life,9,,,,ccl,ccl,Day & Hunter T. B. Harms and Francis,"Music, Musical instruments, Theater, Amusements, Musical instruments, Music, Amusements, Insects, Animals, Butterflies", Entertainment,Day%20&%20Hunter%20T%20B%20Harms%20and%20Francis,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Day%20&%20Hunter%20T%20B%20Harms%20and%20Francis,https://www.google.com/search?q=Day%20&%20Hunter%20T%20B%20Harms%20and%20Francis
"Ujihara, Akio",UjiharaAkio,Political and Military History,9,,,,pmh,pmh,Akio Ujihara,"Art, World War, 1939-1945, Military, Japanese American Internment Era, Politics, Prisoners of War, Landscapes, Seasons, Trees, Botany, Plants, Landscape, Rural, Transportation, Flowers"," Armed Forces History, Military",Akio%20Ujihara,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Akio%20Ujihara,https://www.google.com/search?q=Akio%20Ujihara
"Van Zyle, Jon",VanZyleJon,Cultural and Community Life,9,,,,ccl,ccl,Jon Van Zyle,"Sled Dog Racing, Professional, Iditarod Sled Dog Race, Dog Sled racing, Amusements, Sports, Sports, Amusements, Sled Dog Racing, Professional, Iditarod Sled Dog Race, Dog Sled racing, Postal service", Sport and Leisure,Jon%20Van%20Zyle,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Jon%20Van%20Zyle,https://www.google.com/search?q=Jon%20Van%20Zyle
"Waldack, Charles",WaldackCharles,Work and Industry,9,,,,wi,wi,Charles Waldack,"National parks and reserves, Photography", Photographic History,Charles%20Waldack,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Charles%20Waldack,https://www.google.com/search?q=Charles%20Waldack
"Wallace, Henry",WallaceHenry,Political and Military History,9,images/412.jpg,Violinist,Wallace Henry Hartley was an English violinist and bandleader on the RMS Titanic on its maiden voyage. He became famous for leading the eight-member band as the ship sank on 15 April 1912. He died in the sinking.,img,pmh,Henry Wallace,"Princeton Posters, Princeton Posters, Progressive Party, War, Progressive Party, Presidents, Presidents, Animals, Butterflies, Elections, Elections, Insects, Peace, Presidential Campaign of 1948, Presidential Campaign of 1948, Social reformers, Politics, Government, Politics, Presidential Campaign of 1948, Politics"," Political History, Campaign Collection",Henry%20Wallace,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Henry%20Wallace,https://www.google.com/search?q=Henry%20Wallace
"Washington, George",WashingtonGeorge,Cultural and Community Life,9,images/50.jpg,1st U.S. President,"George Washington was an American political leader, military general, statesman, and founding father who served as the first president of the United States from 1789 to 1797. ",img,ccl,George Washington,"Government, Social reformers, Politics, History, Presidential, Social reformers, Politics, Novelty, Government, U.S. Capitol Building, Souvenirs, New York World's Fair (1964-1965), Presidents, History, Presidential, Military, Furnishings, Washington D.C., Politics, Presidents, Social reformers, Government, Indian Peace Medal, Revolution and the New Nation, American Revolution (1775-1783), Indian Peace Medal, National Symbols, Inaugurations, American Revolution Bicentennial (1976), World War, 1939-1945, Government, Government, Novelty, Photography, Politics, Postal service, Presidents, Social reformers, Souvenirs, U.S. Capitol Building, Presidents, Uniforms, Military, American Revolution (1775-1783), Art, Government, Government, Holidays, Politics, Politics, Social reformers, Social reformers, Souvenir Nation, Christmas, Photography, Inaugurations, Washington D.C., Presidents, Government, Alphabets, Children, Food Culture, Food habits, Lighting, Men, Portraits, Stars, American Revolution (1775-1783), American Revolution (1775-1783), Centennial Exhibition (1876 : Philadelphia, Pa.), Civil rights, Civil rights, Clothing and dress, Dress accessories, Elections, Elections, Engraving, Government, Inaugurations, International Exhibition, Lighting, Military, Social reformers, Politics, Presidents, Presidents, Princeton Posters, Revolution and the New Nation, Slavery, Social reformers, Voting, Voting, Yorktown Campaign, independence, Art, Communications, Dolls, Inaugurations, Men, U. S. Civil History, United States. Constitution, Presidents, Presidents, Social reformers, Social reformers, Washington D.C., Politics, Politics, National Symbols, Celebrations, National Symbols, Government, Government, Government, Masons, Memorials, Monuments, Books and reading, Buttons, Badges, Ribbons, Economics, Expositions, Food Culture, Music, Music, New York World's Fair (1939), Patriotism, Presidents, Princeton Posters, Theater, Washington Bicentennial, Washington D.C., American Revolution (1775-1783), western expansion, states rights, American Revolution (1775-1783), Canals, Foreign Policy, Indian Peace Medal, Military, U.S. National Government, executive branch, United States. Constitution, internal improvements, Amusements, Constitutional Convention of 1787, Foreign Policy, Government, Military, Military, Monuments, Mount Vernon, Music, Music, Musical instruments, Peace movements, Politics, Politics, Social reformers, Social reformers, Soldiers, Titian Ramsey Peale Collection, United Nations Conference, United States. Constitution, Wars, Washington Bicentennial, grave, American Revolution (1775-1783), Declaration of Independence (United States), Food, Presidents, Military, National Treasures exhibit, Presidents, Revolution and the New Nation"," Political History, General History Collection",George%20Washington,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=George%20Washington,https://www.google.com/search?q=George%20Washington
"Weed, A. E.",WeedAE,Work and Industry,9,,,,wi,wi,A. E. Weed,"Motion pictures, Postal service, Motion pictures, Motion pictures, River scenes & river life, Wait Staff, Postal service, Postal service", Photographic History,A%20E%20Weed,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=A%20E%20Weed,https://www.google.com/search?q=A%20E%20Weed
"Willard, Frances E.",WillardFrancesE,Political and Military History,9,images/415.jpg,American educator,"Frances Elizabeth Caroline Willard was an American educator, temperance reformer, and women's suffragist. Willard became the national president of Woman's Christian Temperance Union in 1879 and remained president until her death in 1898. ",img,pmh,Frances E. Willard,"Prohibition, Women, Civil rights, Alcohol, Suffrage, Temperance, Women, Women, Alcohol, Memorials, Prohibition, Social reformers, Suffrage, Temperance"," Political History, Reform Movements Collection",Frances%20E%20Willard,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Frances%20E%20Willard,https://www.google.com/search?q=Frances%20E%20Willard
"Anderson, Alexander",AndersonAlexander,Work and Industry,8,,,,wi,wi,Alexander Anderson,"Communications, Art, Rabbits, Bears, Bible, Cemetery, Food habits, Gambling, Games, Portraits, Reading", Graphic Arts,Alexander%20Anderson,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Alexander%20Anderson,https://www.google.com/search?q=Alexander%20Anderson
"Armstrong, Louis",ArmstrongLouis,Cultural and Community Life,8,,,,ccl,ccl,Louis Armstrong,"Music, Amusements, Musical instruments, Motion pictures, Movie Collection, Amusements, Music, Musical instruments, Amusements, Music, Musical instruments", Entertainment,Louis%20Armstrong,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Louis%20Armstrong,https://www.google.com/search?q=Louis%20Armstrong
"Baker, Joseph E.",BakerJosephE,Cultural and Community Life,8,,,,ccl,ccl,Joseph E. Baker,"Furnishings, Art, Theater, Civil War, 1861-1865, American Civil War (1861-1865), Adornment, Furnishings, Art, Pilgrims (New Plymouth Colony), Toys, New World, Peters Prints, Heating, Firearms, Children, Clocks, Clothing and dress, Colonial America, Colonies, Costume, Dress accessories, Advertising, Uniforms, Military, U.S. National Government, executive branch, Dance, Assassination, Children, Chronology: 1860-1869, Chronology: 1870-1879, Costume, Courtship, Fraternal Associations, Textiles, Knitting, Marriage, Murder, Music, Peters Prints, Sewing, Uniforms, Military, Patriotism, NMAH Reception Suite, Liberty, Animals, American Civil War (1861-1865), Art, Furnishings, Birds, Chronology: 1860-1869, Civil War, 1861-1865, Costume, Eagles, Flags, Adornment, Art, Clothing and dress, Dress accessories, Furnishings, Peters Prints, Theater", Domestic Life,Joseph%20E%20Baker,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Joseph%20E%20Baker,https://www.google.com/search?q=Joseph%20E%20Baker
"Biden, Jill",BidenJill,Political and Military History,8,images/418.jpg,Former Second Lady of the United States,"Jill Tracy Jacobs Biden is an American educator who was second lady of the United States from 2009 to 2017. She is married to Joe Biden, the 47th vice president of the United States, and the Democratic Party's nominee for President of the United States in the 2020 election.
",img,pmh,Jill Biden,"Social reformers, Veterans, Women's History, First ladies, Presidents' spouses, Government, Military, Politics, Inaugurations, Presidential Inauguration of 2013, Government, Inaugurations, Presidential Inauguration of 2009, Presidents, Buttons, Badges, Ribbons, Government, Mass media, Politics, Presidential Campaign of 2012, Social reformers, Vice-Presidents, Government, Inaugurations, Presidential Inauguration of 2013, Presidents, U.S. Capitol Building"," Political History, First Ladies Collection",Jill%20Biden,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Jill%20Biden,https://www.google.com/search?q=Jill%20Biden
"Bisbee, Ezra",BisbeeEzra,Cultural and Community Life,8,,,,ccl,ccl,Ezra Bisbee,"Furnishings, Jack Downing (ficticious character), Peters Political Prints, Art, Dress accessories, Clothing and dress, Political Caricatures, U.S. National Government, executive branch, Economics, Communication, newspapers, Architecture, Commercial Buildings, Glasses, Political parties, Politics, U.S. National Government, legislative branch, U.S. National Government, judiciary, Heating, Fire Fighting, Food habits, State Government, Pets, Patriotism, Music, Chronology: 1830-1839", Domestic Life,Ezra%20Bisbee,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Ezra%20Bisbee,https://www.google.com/search?q=Ezra%20Bisbee
"Bogue, David",BogueDavid,Cultural and Community Life,8,,,,ccl,ccl,David Bogue,"Furnishings, Family, Dress accessories, Clothing and dress, Chronology: 1840-1849, Children, Art, Social life and customs, Food habits, Clocks, Marriage, Pets, Architecture, Architecture, Commercial Buildings, Economics, Flowers, Heating, Toys", Domestic Life,David%20Bogue,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=David%20Bogue,https://www.google.com/search?q=David%20Bogue
"Cain, Herman",CainHerman,Political and Military History,8,images/419.jpg,American executive,"Herman Cain was an American business executive, writer, and Tea Party activist. Born in Memphis, Tennessee, Cain grew up in Georgia and graduated from Morehouse College with a bachelor's degree in mathematics. ",img,pmh,Herman Cain,"Presidential Campaign of 2012, Politics, Presidential Campaign of 2012, Politics, Books and reading"," Political History, Campaign Collection",Herman%20Cain,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Herman%20Cain,https://www.google.com/search?q=Herman%20Cain
