Name,Name_ID,Name_Display,Category,fill_check,border_check,Items
"Chapoton, Kelley Wayman",ChapotonKelleyWayman,Kelley Wayman Chapoton,Cultural and Community Life,ccl,ccl,9
"Chastain III, Arthur",ChastainIIIArthur,Arthur Chastain III,Cultural and Community Life,ccl,ccl,9
"Churchill, Owen",ChurchillOwen,Owen Churchill,Cultural and Community Life,ccl,ccl,9
"Cosgrove-Davies, Malcolm",Cosgrove-DaviesMalcolm,Malcolm Cosgrove-Davies,Work and Industry,wi,wi,9
"Cuccinello, Tony",CuccinelloTony,Tony Cuccinello,Cultural and Community Life,ccl,ccl,9
"Darley, Felix Octavius Carr",DarleyFelixOctaviusCarr,Felix Octavius Carr Darley,Cultural and Community Life,ccl,ccl,9
"Dreskin, Cybele",DreskinCybele,Cybele Dreskin,Work and Industry,wi,wi,9
"Eisenhower, Mamie Doud",EisenhowerMamieDoud,Mamie Doud Eisenhower,Political and Military History,pmh,pmh,9
"Farmer, Moses G.",FarmerMosesG,Moses G. Farmer,Work and Industry,wi,wi,9
"Ferraro, Geraldine O.",FerraroGeraldineO,Geraldine O. Ferraro,Political and Military History,pmh,pmh,9
"Fitzgerald, Ella",FitzgeraldElla,Ella Fitzgerald,Cultural and Community Life,ccl,ccl,9
"Forbes, Steve",ForbesSteve,Steve Forbes,Political and Military History,pmh,pmh,9
"German, Vernon",GermanVernon,Vernon German,Political and Military History,pmh,pmh,9
"Gibson, Gordon D.",GibsonGordonD,Gordon D. Gibson,Medicine and Science,ms,ms,9
"Greatorex, Eliza Pratt",GreatorexElizaPratt,Eliza Pratt Greatorex,Work and Industry,wi,wi,9
"Griswold, M. M.",GriswoldMM,M. M. Griswold,Work and Industry,wi,wi,9
"Hoover, Lou Henry",HooverLouHenry,Lou Henry Hoover,Political and Military History,pmh,pmh,9
"Horton, Christopher",HortonChristopher,Christopher Horton,Political and Military History,pmh,pmh,9
"Japanese, World War II",JapaneseWorldWarII,World War II Japanese,Political and Military History,pmh,pmh,9
"Kennedy, Caroline",KennedyCaroline,Caroline Kennedy,Political and Military History,pmh,pmh,9
"Kent, Grace Helen",KentGraceHelen,Grace Helen Kent,Medicine and Science,ms,ms,9
"King, Freddy",KingFreddy,Freddy King,Cultural and Community Life,ccl,ccl,9
"La Bianca, Ginetta",LaBiancaGinetta,Ginetta La Bianca,Cultural and Community Life,ccl,ccl,9
"Manson, Christopher",MansonChristopher,Christopher Manson,Work and Industry,wi,wi,9
"Nixon, Patricia",NixonPatricia,Patricia Nixon,Political and Military History,pmh,pmh,9
"O'Quin, Gene",O'QuinGene,Gene O'Quin,Cultural and Community Life,ccl,ccl,9
"Otis, Johnny",OtisJohnny,Johnny Otis,Cultural and Community Life,ccl,ccl,9
"Pelosi, Nancy",PelosiNancy,Nancy Pelosi,Political and Military History,pmh,pmh,9
"Perry, Rick",PerryRick,Rick Perry,Political and Military History,pmh,pmh,9
"Phelps, George M.",PhelpsGeorgeM,George M. Phelps,Work and Industry,wi,wi,9
"Rankin, Jeannette",RankinJeannette,Jeannette Rankin,Political and Military History,pmh,pmh,9
"Rathbone, Aaron",RathboneAaron,Aaron Rathbone,Cultural and Community Life,ccl,ccl,9
"Raysor, Einar H.",RaysorEinarH,Einar H. Raysor,Cultural and Community Life,ccl,ccl,9
"Reagan, Nancy",ReaganNancy,Nancy Reagan,Political and Military History,pmh,pmh,9
"Reed, Jimmy",ReedJimmy,Jimmy Reed,Cultural and Community Life,ccl,ccl,9
"Richardson-Merrell, Inc",Richardson-MerrellInc,Inc Richardson-Merrell,Medicine and Science,ms,ms,9
"Ritchie, Henrietta F.",RitchieHenriettaF,Henrietta F. Ritchie,Work and Industry,wi,wi,9
"Roosevelt, Franklin Delano",RooseveltFranklinDelano,Franklin Delano Roosevelt,Work and Industry,wi,wi,9
"Russell, Benjamin",RussellBenjamin,Benjamin Russell,Cultural and Community Life,ccl,ccl,9
"Salomon, Erich",SalomonErich,Erich Salomon,Work and Industry,wi,wi,9
"Sanchez, Emilio",SanchezEmilio,Emilio Sanchez,Work and Industry,wi,wi,9
"Sandrart, Johann Jakob von",SandrartJohannJakobvon,Johann Jakob von Sandrart,Work and Industry,wi,wi,9
"Schulke, Flip",SchulkeFlip,Flip Schulke,Work and Industry,wi,wi,9
"Sinclair, Thomas",SinclairThomas,Thomas Sinclair,Cultural and Community Life,ccl,ccl,9
"Skinner, B. F.",SkinnerBF,B. F. Skinner,Medicine and Science,ms,ms,9
"Sloan, John",SloanJohn,John Sloan,Work and Industry,wi,wi,9
"Stanley, William Ford",StanleyWilliamFord,William Ford Stanley,Medicine and Science,ms,ms,9
"Stark, Ron",StarkRon,Ron Stark,Cultural and Community Life,ccl,ccl,9
"Stein, Samuel Leonard",SteinSamuelLeonard,Samuel Leonard Stein,Work and Industry,wi,wi,9
"Stieglitz, Alfred",StieglitzAlfred,Alfred Stieglitz,Work and Industry,wi,wi,9
"Strong, Thomas W.",StrongThomasW,Thomas W. Strong,Cultural and Community Life,ccl,ccl,9
"T. B. Harms and Francis, Day & Hunter",TBHarmsandFrancisDay&Hunter,Day & Hunter T. B. Harms and Francis,Cultural and Community Life,ccl,ccl,9
"Ujihara, Akio",UjiharaAkio,Akio Ujihara,Political and Military History,pmh,pmh,9
"Van Zyle, Jon",VanZyleJon,Jon Van Zyle,Cultural and Community Life,ccl,ccl,9
"Waldack, Charles",WaldackCharles,Charles Waldack,Work and Industry,wi,wi,9
"Wallace, Henry",WallaceHenry,Henry Wallace,Political and Military History,pmh,pmh,9
"Washington, George",WashingtonGeorge,George Washington,Cultural and Community Life,ccl,ccl,9
"Weed, A. E.",WeedAE,A. E. Weed,Work and Industry,wi,wi,9
"Willard, Frances E.",WillardFrancesE,Frances E. Willard,Political and Military History,pmh,pmh,9
"Anderson, Alexander",AndersonAlexander,Alexander Anderson,Work and Industry,wi,wi,8
"Armstrong, Louis",ArmstrongLouis,Louis Armstrong,Cultural and Community Life,ccl,ccl,8
"Baker, Joseph E.",BakerJosephE,Joseph E. Baker,Cultural and Community Life,ccl,ccl,8
"Biden, Jill",BidenJill,Jill Biden,Political and Military History,pmh,pmh,8
"Bisbee, Ezra",BisbeeEzra,Ezra Bisbee,Cultural and Community Life,ccl,ccl,8
"Bogue, David",BogueDavid,David Bogue,Cultural and Community Life,ccl,ccl,8
"Cain, Herman",CainHerman,Herman Cain,Political and Military History,pmh,pmh,8
"Cole, Luther",ColeLuther,Luther Cole,Work and Industry,wi,wi,8
"Coolidge, Grace Goodhue",CoolidgeGraceGoodhue,Grace Goodhue Coolidge,Political and Military History,pmh,pmh,8
"Currier, Nathaniel",CurrierNathaniel,Nathaniel Currier,Cultural and Community Life,ccl,ccl,8
"Daguerre, Louis Jacques Mande",DaguerreLouisJacquesMande,Louis Jacques Mande Daguerre,Work and Industry,wi,wi,8
"Dangerfield, Rodney",DangerfieldRodney,Rodney Dangerfield,Cultural and Community Life,ccl,ccl,8
"Darley, Felix Octavius Carr",DarleyFelixOctaviusCarr,Felix Octavius Carr Darley,Work and Industry,wi,wi,8
"de la Renta, Oscar",delaRentaOscar,Oscar de la Renta,Cultural and Community Life,ccl,ccl,8
"Dempsey, Jack",DempseyJack,Jack Dempsey,Cultural and Community Life,ccl,ccl,8
"Diaz-Balart, Jose",Diaz-BalartJose,Jose Diaz-Balart,Work and Industry,wi,wi,8
"Eagleton, Thomas",EagletonThomas,Thomas Eagleton,Political and Military History,pmh,pmh,8
"Edgerton, H.",EdgertonH,H. Edgerton,Work and Industry,wi,wi,8
"Engelmann, Godefroy",EngelmannGodefroy,Godefroy Engelmann,Work and Industry,wi,wi,8
"Evans, Walker",EvansWalker,Walker Evans,Work and Industry,wi,wi,8
"Farr, Jamie",FarrJamie,Jamie Farr,Cultural and Community Life,ccl,ccl,8
"Fort, Louis",FortLouis,Louis Fort,Work and Industry,wi,wi,8
"Gernreich, Rudi",GernreichRudi,Rudi Gernreich,Cultural and Community Life,ccl,ccl,8
"Gratacap, Henry T.",GratacapHenryT,Henry T. Gratacap,Cultural and Community Life,ccl,ccl,8
"Greeley, Horace",GreeleyHorace,Horace Greeley,Political and Military History,pmh,pmh,8
"Gregory, Dick",GregoryDick,Dick Gregory,Political and Military History,pmh,pmh,8
"Hahn, Betty",HahnBetty,Betty Hahn,Work and Industry,wi,wi,8
"Hays, Michael Alan",HaysMichaelAlan,Michael Alan Hays,Cultural and Community Life,ccl,ccl,8
"Heller, Helen West",HellerHelenWest,Helen West Heller,Work and Industry,wi,wi,8
"Hitler, Adolph",HitlerAdolph,Adolph Hitler,Political and Military History,pmh,pmh,8
"Horkott, John",HorkottJohn,John Horkott,Political and Military History,pmh,pmh,8
"Keller, Franz",KellerFranz,Franz Keller,Work and Industry,wi,wi,8
"Kilburn, B. W.",KilburnBW,B. W. Kilburn,Work and Industry,wi,wi,8
"Knoedler, M.",KnoedlerM,M. Knoedler,Work and Industry,wi,wi,8
"Knox, Frank",KnoxFrank,Frank Knox,Political and Military History,pmh,pmh,8
"Krider, Peter L.",KriderPeterL,Peter L. Krider,Cultural and Community Life,ccl,ccl,8
"Libby, McNeill & Libby",LibbyMcNeill&Libby,McNeill & Libby Libby,Work and Industry,wi,wi,8
"Lichtman, F. B.",LichtmanFB,F. B. Lichtman,Work and Industry,wi,wi,8
"Lodge, Jr., Henry Cabot",LodgeJrHenryCabot,Henry Cabot Jr. Lodge,Political and Military History,pmh,pmh,8
"Longacre, James Barton",LongacreJamesBarton,James Barton Longacre,Work and Industry,wi,wi,8
"Lovato, Manuelita",LovatoManuelita,Manuelita Lovato,Cultural and Community Life,ccl,ccl,8
"Magee, John L.",MageeJohnL,John L. Magee,Cultural and Community Life,ccl,ccl,8
"McGinnus, Ruth",McGinnusRuth,Ruth McGinnus,Cultural and Community Life,ccl,ccl,8
"Miller, Hinda",MillerHinda,Hinda Miller,Cultural and Community Life,ccl,ccl,8
"Miller, Leonard T.",MillerLeonardT,Leonard T. Miller,Cultural and Community Life,ccl,ccl,8
"Moran, Peter",MoranPeter,Peter Moran,Work and Industry,wi,wi,8
"Morton, Ferdinand ""Jelly Roll""","MortonFerdinand""JellyRoll""","Ferdinand ""Jelly Roll"" Morton",Cultural and Community Life,ccl,ccl,8
"Myers, Lora Shelly",MyersLoraShelly,Lora Shelly Myers,Cultural and Community Life,ccl,ccl,8
"N̬gre, Charles",N̬greCharles,Charles N̬gre,Work and Industry,wi,wi,8
"Normand, Charles",NormandCharles,Charles Normand,Work and Industry,wi,wi,8
"O'Dell, Doye",O'DellDoye,Doye O'Dell,Cultural and Community Life,ccl,ccl,8
"Odell, Mac",OdellMac,Mac Odell,Cultural and Community Life,ccl,ccl,8
"Opper, Frederick Burr",OpperFrederickBurr,Frederick Burr Opper,Political and Military History,pmh,pmh,8
"Parker, Charles W.",ParkerCharlesW,Charles W. Parker,Cultural and Community Life,ccl,ccl,8
"Parlow, George F.",ParlowGeorgeF,George F. Parlow,Work and Industry,wi,wi,8
"Petkevich, John Misha",PetkevichJohnMisha,John Misha Petkevich,Cultural and Community Life,ccl,ccl,8
"Pierson, Weir",PiersonWeir,Weir Pierson,Medicine and Science,ms,ms,8
"Poppen, Sherman R.",PoppenShermanR,Sherman R. Poppen,Cultural and Community Life,ccl,ccl,8
"Pordy, Ronald",PordyRonald,Ronald Pordy,Work and Industry,wi,wi,8
"Pretsch, Paul",PretschPaul,Paul Pretsch,Work and Industry,wi,wi,8
"Probst, Georg Balthasar",ProbstGeorgBalthasar,Georg Balthasar Probst,Cultural and Community Life,ccl,ccl,8
"Reinhart, Jaques F.",ReinhartJaquesF,Jaques F. Reinhart,Cultural and Community Life,ccl,ccl,8
"Robertson, William C.",RobertsonWilliamC,William C. Robertson,Cultural and Community Life,ccl,ccl,8
"Rosselli, Matteo",RosselliMatteo,Matteo Rosselli,Work and Industry,wi,wi,8
"Schoenner, Georg",SchoennerGeorg,Georg Schoenner,Medicine and Science,ms,ms,8
"Schultz, Mike",SchultzMike,Mike Schultz,Cultural and Community Life,ccl,ccl,8
"Schum, Philip",SchumPhilip,Philip Schum,Cultural and Community Life,ccl,ccl,8
"Stevenson, James",StevensonJames,James Stevenson,Work and Industry,wi,wi,8
"Swanton, E. Michael",SwantonEMichael,E. Michael Swanton,Cultural and Community Life,ccl,ccl,8
"Wobbrock, Bob",WobbrockBob,Bob Wobbrock,Cultural and Community Life,ccl,ccl,8
"Allen, Oliver",AllenOliver,Oliver Allen,Work and Industry,wi,wi,7
"American Federation of State, County and Municipal Employees",AmericanFederationofStateCountyandMunicipalEmployees,County and Municipal Employees American Federation of State,Political and Military History,pmh,pmh,7
"Amsler, Jacob",AmslerJacob,Jacob Amsler,Medicine and Science,ms,ms,7
"Amsterdam, Bernard",AmsterdamBernard,Bernard Amsterdam,Cultural and Community Life,ccl,ccl,7
"Amsterdam, Bettee Aynn",AmsterdamBetteeAynn,Bettee Aynn Amsterdam,Cultural and Community Life,ccl,ccl,7
"Anderson, John B.",AndersonJohnB,John B. Anderson,Political and Military History,pmh,pmh,7
"Anderson, R.",AndersonR,R. Anderson,Medicine and Science,ms,ms,7
"Armour, Vicki Loren",ArmourVickiLoren,Vicki Loren Armour,Cultural and Community Life,ccl,ccl,7
"Baer, Ralph H.",BaerRalphH,Ralph H. Baer,Medicine and Science,ms,ms,7
"Baird, Bill",BairdBill,Bill Baird,Cultural and Community Life,ccl,ccl,7
"Beall, Mary Ann",BeallMaryAnn,Mary Ann Beall,Political and Military History,pmh,pmh,7
"Bentsen, Lloyd",BentsenLloyd,Lloyd Bentsen,Political and Military History,pmh,pmh,7
"Bigelow, John",BigelowJohn,John Bigelow,Cultural and Community Life,ccl,ccl,7
"Bodge, Peter",BodgePeter,Peter Bodge,Cultural and Community Life,ccl,ccl,7
"Bouillon, Pierre",BouillonPierre,Pierre Bouillon,Work and Industry,wi,wi,7
"Boydell, Josiah",BoydellJosiah,Josiah Boydell,Work and Industry,wi,wi,7
"Brooks, Troyal Garth",BrooksTroyalGarth,Troyal Garth Brooks,Cultural and Community Life,ccl,ccl,7
"Browning, John",BrowningJohn,John Browning,Medicine and Science,ms,ms,7
"Burack, Benjamin",BurackBenjamin,Benjamin Burack,Medicine and Science,ms,ms,7
"Cattani, Antonio",CattaniAntonio,Antonio Cattani,Medicine and Science,ms,ms,7
"Charles Williams, Jr.",CharlesWilliamsJr,Jr. Charles Williams,Work and Industry,wi,wi,7
"Chester, Charles T.",ChesterCharlesT,Charles T. Chester,Work and Industry,wi,wi,7
"Cleaver, Eldridge",CleaverEldridge,Eldridge Cleaver,Political and Military History,pmh,pmh,7
"Corson, Amelia Gade",CorsonAmeliaGade,Amelia Gade Corson,Cultural and Community Life,ccl,ccl,7
"Cron, Rosalind",CronRosalind,Rosalind Cron,Cultural and Community Life,ccl,ccl,7
"Cunningham, Imogen",CunninghamImogen,Imogen Cunningham,Work and Industry,wi,wi,7
"Custer, George Armstrong",CusterGeorgeArmstrong,George Armstrong Custer,Political and Military History,pmh,pmh,7
"Dare, Charles",DareCharles,Charles Dare,Cultural and Community Life,ccl,ccl,7
"Draper, John William",DraperJohnWilliam,John William Draper,Medicine and Science,ms,ms,7
"Endicott, George",EndicottGeorge,George Endicott,Cultural and Community Life,ccl,ccl,7
"Ericsson, John",EricssonJohn,John Ericsson,Work and Industry,wi,wi,7
"Faircloth, Michael",FairclothMichael,Michael Faircloth,Political and Military History,pmh,pmh,7
"Fanning, Michael",FanningMichael,Michael Fanning,Cultural and Community Life,ccl,ccl,7
"Fletcher, Frank Morley",FletcherFrankMorley,Frank Morley Fletcher,Work and Industry,wi,wi,7
"Fox, Kate Elizabeth Clough",FoxKateElizabethClough,Kate Elizabeth Clough Fox,Cultural and Community Life,ccl,ccl,7
"Franzetti, Agapito",FranzettiAgapito,Agapito Franzetti,Work and Industry,wi,wi,7
"Friedman, Glen E.",FriedmanGlenE,Glen E. Friedman,Work and Industry,wi,wi,7
"Gambey, Henri Prudence",GambeyHenriPrudence,Henri Prudence Gambey,Medicine and Science,ms,ms,7
"Garland, Judy",GarlandJudy,Judy Garland,Cultural and Community Life,ccl,ccl,7
"Gavarni, Paul",GavarniPaul,Paul Gavarni,Work and Industry,wi,wi,7
"Gibson, Althea",GibsonAlthea,Althea Gibson,Cultural and Community Life,ccl,ccl,7
"Gilmore, Brenda J.",GilmoreBrendaJ,Brenda J. Gilmore,Cultural and Community Life,ccl,ccl,7
"Givot, Richard G.",GivotRichardG,Richard G. Givot,Political and Military History,pmh,pmh,7
"Glaser, Milton",GlaserMilton,Milton Glaser,Political and Military History,pmh,pmh,7
"Grant, George B.",GrantGeorgeB,George B. Grant,Medicine and Science,ms,ms,7
"Grunow, William",GrunowWilliam,William Grunow,Medicine and Science,ms,ms,7
"Haas, John G.",HaasJohnG,John G. Haas,Political and Military History,pmh,pmh,7
"Hagelin, John",HagelinJohn,John Hagelin,Political and Military History,pmh,pmh,7
"Hahnemann, Samuel",HahnemannSamuel,Samuel Hahnemann,Medicine and Science,ms,ms,7
"Harriman, W. Averell",HarrimanWAverell,W. Averell Harriman,Political and Military History,pmh,pmh,7
"Hatch, Orrin",HatchOrrin,Orrin Hatch,Political and Military History,pmh,pmh,7
"Hoffman, Dustin",HoffmanDustin,Dustin Hoffman,Cultural and Community Life,ccl,ccl,7
"Hollerith, Herman",HollerithHerman,Herman Hollerith,Medicine and Science,ms,ms,7
"Hufnagel, Charles A.",HufnagelCharlesA,Charles A. Hufnagel,Medicine and Science,ms,ms,7
"Imbert, Anthony",ImbertAnthony,Anthony Imbert,Cultural and Community Life,ccl,ccl,7
"Inger, Christian",IngerChristian,Christian Inger,Cultural and Community Life,ccl,ccl,7
"Johnson, Lonnie",JohnsonLonnie,Lonnie Johnson,Cultural and Community Life,ccl,ccl,7
"Karnick, Erwin",KarnickErwin,Erwin Karnick,Work and Industry,wi,wi,7
"Keep, Florence Sheffield Boardman",KeepFlorenceSheffieldBoardman,Florence Sheffield Boardman Keep,Cultural and Community Life,ccl,ccl,7
"Kopp, Lyda S. Stewart",KoppLydaSStewart,Lyda S. Stewart Kopp,Cultural and Community Life,ccl,ccl,7
"Kramer, Evelyn Hecht",KramerEvelynHecht,Evelyn Hecht Kramer,Cultural and Community Life,ccl,ccl,7
"Krider, Peter L.",KriderPeterL,Peter L. Krider,Work and Industry,wi,wi,7
"Lauren, Ralph",LaurenRalph,Ralph Lauren,Cultural and Community Life,ccl,ccl,7
"Lokuta, Donald",LokutaDonald,Donald Lokuta,Work and Industry,wi,wi,7
"MacDonnell, S.J., Father Joseph",MacDonnellSJFatherJoseph,Father Joseph S.J. MacDonnell,Medicine and Science,ms,ms,7
"Mangione, Chuck",MangioneChuck,Chuck Mangione,Cultural and Community Life,ccl,ccl,7
"Martin, Horace G.",MartinHoraceG,Horace G. Martin,Work and Industry,wi,wi,7
"McDonough, James William",McDonoughJamesWilliam,James William McDonough,Work and Industry,wi,wi,7
"Morse, Samuel Finley Breese",MorseSamuelFinleyBreese,Samuel Finley Breese Morse,Work and Industry,wi,wi,7
"Nadal, Bernard H.",NadalBernardH,Bernard H. Nadal,Cultural and Community Life,ccl,ccl,7
"Natzler, Otto",NatzlerOtto,Otto Natzler,Cultural and Community Life,ccl,ccl,7
"Noland, Ray",NolandRay,Ray Noland,Political and Military History,pmh,pmh,7
"Page, Patti",PagePatti,Patti Page,Cultural and Community Life,ccl,ccl,7
"Perot, Ross",PerotRoss,Ross Perot,Political and Military History,pmh,pmh,7
"Poiret, Paul",PoiretPaul,Paul Poiret,Cultural and Community Life,ccl,ccl,7
"Popenfus, Christina A.",PopenfusChristinaA,Christina A. Popenfus,Cultural and Community Life,ccl,ccl,7
"Purdy, Amy",PurdyAmy,Amy Purdy,Cultural and Community Life,ccl,ccl,7
"Rauner, F. A.",RaunerFA,F. A. Rauner,Cultural and Community Life,ccl,ccl,7
"Raus, Edmund",RausEdmund,Edmund Raus,Political and Military History,pmh,pmh,7
"Rejlander, Oscar Gustav",RejlanderOscarGustav,Oscar Gustav Rejlander,Work and Industry,wi,wi,7
"Ridgway, John",RidgwayJohn,John Ridgway,Cultural and Community Life,ccl,ccl,7
"Rizo, Marco",RizoMarco,Marco Rizo,Cultural and Community Life,ccl,ccl,7
"Rogers, Kevin",RogersKevin,Kevin Rogers,Cultural and Community Life,ccl,ccl,7
"Roosevelt, Eleanor",RooseveltEleanor,Eleanor Roosevelt,Political and Military History,pmh,pmh,7
"Russell, Andrew J.",RussellAndrewJ,Andrew J. Russell,Political and Military History,pmh,pmh,7
"Ruth, Babe",RuthBabe,Babe Ruth,Cultural and Community Life,ccl,ccl,7
"Sartain, John",SartainJohn,John Sartain,Work and Industry,wi,wi,7
"Scherer, Allan D.",SchererAllanD,Allan D. Scherer,Cultural and Community Life,ccl,ccl,7
"Schlafly, Phyllis",SchlaflyPhyllis,Phyllis Schlafly,Political and Military History,pmh,pmh,7
"Schneider, Laura",SchneiderLaura,Laura Schneider,Cultural and Community Life,ccl,ccl,7
"Schussele, Christian",SchusseleChristian,Christian Schussele,Work and Industry,wi,wi,7
"Shaw, Anthony",ShawAnthony,Anthony Shaw,Cultural and Community Life,ccl,ccl,7
"Smith, Jack",SmithJack,Jack Smith,Cultural and Community Life,ccl,ccl,7
"Sousa, John Philip",SousaJohnPhilip,John Philip Sousa,Cultural and Community Life,ccl,ccl,7
"Stabler, Edward",StablerEdward,Edward Stabler,Work and Industry,wi,wi,7
"Stevenson II, Adlai E.",StevensonIIAdlaiE,Adlai E. Stevenson II,Political and Military History,pmh,pmh,7
"Stuart, Francis Godolphin Osbourne",StuartFrancisGodolphinOsbourne,Francis Godolphin Osbourne Stuart,Work and Industry,wi,wi,7
"Terry, Gordon",TerryGordon,Gordon Terry,Cultural and Community Life,ccl,ccl,7
"Thorpe, Jim",ThorpeJim,Jim Thorpe,Cultural and Community Life,ccl,ccl,7
"Twiggs, Levi",TwiggsLevi,Levi Twiggs,Political and Military History,pmh,pmh,7
"Walters, Samuel",WaltersSamuel,Samuel Walters,Work and Industry,wi,wi,7
"Washington, Martha",WashingtonMartha,Martha Washington,Political and Military History,pmh,pmh,7
"Watson, Joseph",WatsonJoseph,Joseph Watson,Work and Industry,wi,wi,7
"Weller, F. G.",WellerFG,F. G. Weller,Work and Industry,wi,wi,7
"Wilkins, Roy",WilkinsRoy,Roy Wilkins,Political and Military History,pmh,pmh,7
"Zapata, Emiliano",ZapataEmiliano,Emiliano Zapata,Political and Military History,pmh,pmh,7
"Adler, Solomon",AdlerSolomon,Solomon Adler,Cultural and Community Life,ccl,ccl,6
"Allport, Private First Class James",AllportPrivateFirstClassJames,Private First Class James Allport,Political and Military History,pmh,pmh,6
"Arnold, Grant",ArnoldGrant,Grant Arnold,Work and Industry,wi,wi,6
"Babcock, Alpheus",BabcockAlpheus,Alpheus Babcock,Cultural and Community Life,ccl,ccl,6
"Babson, Emma Rikert",BabsonEmmaRikert,Emma Rikert Babson,Cultural and Community Life,ccl,ccl,6
"Baldwin, Frank S.",BaldwinFrankS,Frank S. Baldwin,Medicine and Science,ms,ms,6
"Ballard, Karen",BallardKaren,Karen Ballard,Work and Industry,wi,wi,6
"Billing, Billie",BillingBillie,Billie Billing,Cultural and Community Life,ccl,ccl,6
"Bodmer, Karl",BodmerKarl,Karl Bodmer,Work and Industry,wi,wi,6
"Bradley, Stuart",BradleyStuart,Stuart Bradley,Work and Industry,wi,wi,6
"Brand, Junius A.",BrandJuniusA,Junius A. Brand,Work and Industry,wi,wi,6
"Brigman, Anne W.",BrigmanAnneW,Anne W. Brigman,Work and Industry,wi,wi,6
"British and Foreign Artists' Association, The",BritishandForeignArtists'AssociationThe,The British and Foreign Artists' Association,Work and Industry,wi,wi,6
"Browning, John M.",BrowningJohnM,John M. Browning,Political and Military History,pmh,pmh,6
"Bryant, Fred K.",BryantFredK,Fred K. Bryant,Work and Industry,wi,wi,6
"Caffery, Debbie Fleming",CafferyDebbieFleming,Debbie Fleming Caffery,Work and Industry,wi,wi,6
"Carey, Ellen",CareyEllen,Ellen Carey,Work and Industry,wi,wi,6
"Cassini, Oleg",CassiniOleg,Oleg Cassini,Cultural and Community Life,ccl,ccl,6
"Catlin, George",CatlinGeorge,George Catlin,Cultural and Community Life,ccl,ccl,6
"Chinnock, George H.",ChinnockGeorgeH,George H. Chinnock,Cultural and Community Life,ccl,ccl,6
"Coggeshall, Lucinda White",CoggeshallLucindaWhite,Lucinda White Coggeshall,Cultural and Community Life,ccl,ccl,6
"Collier, Bonnie B.",CollierBonnieB,Bonnie B. Collier,Work and Industry,wi,wi,6
"Delaroche, Paul",DelarochePaul,Paul Delaroche,Work and Industry,wi,wi,6
"Dwight, Ed",DwightEd,Ed Dwight,Cultural and Community Life,ccl,ccl,6
"Eisenhower, Mamie",EisenhowerMamie,Mamie Eisenhower,Political and Military History,pmh,pmh,6
"Elkinton, Rebecca Sharpless",ElkintonRebeccaSharpless,Rebecca Sharpless Elkinton,Cultural and Community Life,ccl,ccl,6
"Fitzgerald, Jr., J. O.",FitzgeraldJrJO,J. O. Jr. Fitzgerald,Work and Industry,wi,wi,6
"Flameng, L̩opold",FlamengL̩opold,L̩opold Flameng,Work and Industry,wi,wi,6
"Ford, Betty",FordBetty,Betty Ford,Political and Military History,pmh,pmh,6
"Franklin, Benjamin",FranklinBenjamin,Benjamin Franklin,Work and Industry,wi,wi,6
"French, J. A.",FrenchJA,J. A. French,Work and Industry,wi,wi,6
"Friedlander, Lee",FriedlanderLee,Lee Friedlander,Work and Industry,wi,wi,6
"Galanos, James",GalanosJames,James Galanos,Cultural and Community Life,ccl,ccl,6
"Goines, David Lance",GoinesDavidLance,David Lance Goines,Work and Industry,wi,wi,6
"Gould, Toni S.",GouldToniS,Toni S. Gould,Medicine and Science,ms,ms,6
"Guttman, Dr. Joseph",GuttmanDrJoseph,Dr. Joseph Guttman,Work and Industry,wi,wi,6
"H̦rth, Franz",H̦rthFranz,Franz H̦rth,Cultural and Community Life,ccl,ccl,6
"Hakuta, Ken",HakutaKen,Ken Hakuta,Cultural and Community Life,ccl,ccl,6
"Hamlin, Hannibal",HamlinHannibal,Hannibal Hamlin,Political and Military History,pmh,pmh,6
"Harris, Carlyle",HarrisCarlyle,Carlyle Harris,Political and Military History,pmh,pmh,6
"Havell, Jr., Robert",HavellJrRobert,Robert Jr. Havell,Work and Industry,wi,wi,6
"Haynes, William S.",HaynesWilliamS,William S. Haynes,Cultural and Community Life,ccl,ccl,6
"Hope, Bob",HopeBob,Bob Hope,Cultural and Community Life,ccl,ccl,6
"Houbraken, Jacob",HoubrakenJacob,Jacob Houbraken,Work and Industry,wi,wi,6
"Howard, Joanna Louise Turpin",HowardJoannaLouiseTurpin,Joanna Louise Turpin Howard,Cultural and Community Life,ccl,ccl,6
"Hullmandel, Charles Joseph",HullmandelCharlesJoseph,Charles Joseph Hullmandel,Work and Industry,wi,wi,6
"Humbert, Augustus",HumbertAugustus,Augustus Humbert,Work and Industry,wi,wi,6
"Ittenbach, Franz",IttenbachFranz,Franz Ittenbach,Work and Industry,wi,wi,6
"Jenks, William",JenksWilliam,William Jenks,Political and Military History,pmh,pmh,6
"Johnson, Adelaide",JohnsonAdelaide,Adelaide Johnson,Political and Military History,pmh,pmh,6
"Johnson, Crockett",JohnsonCrockett,Crockett Johnson,Cultural and Community Life,ccl,ccl,6
"Johnson, President Lyndon B.",JohnsonPresidentLyndonB,President Lyndon B. Johnson,Political and Military History,pmh,pmh,6
"Kaeser, P.",KaeserP,P. Kaeser,Work and Industry,wi,wi,6
"Kasparian, Alice Odian",KasparianAliceOdian,Alice Odian Kasparian,Cultural and Community Life,ccl,ccl,6
"Keck, Charles",KeckCharles,Charles Keck,Work and Industry,wi,wi,6
