Name,Name_ID,Name_Display,Category,fill_check,border_check,Items
"Kellogg, E.B. and E.C.",KelloggEBandEC,E.B. and E.C. Kellogg,Cultural and Community Life,ccl,ccl,6
"Key, Ted",KeyTed,Ted Key,Work and Industry,wi,wi,6
"King, Pee Wee",KingPeeWee,Pee Wee King,Cultural and Community Life,ccl,ccl,6
"Koppel, Charles",KoppelCharles,Charles Koppel,Work and Industry,wi,wi,6
"Lawrence, George R.",LawrenceGeorgeR,George R. Lawrence,Work and Industry,wi,wi,6
"Levitas, Willard G.",LevitasWillardG,Willard G. Levitas,Political and Military History,pmh,pmh,6
"Lliteras, Robert",LliterasRobert,Robert Lliteras,Political and Military History,pmh,pmh,6
"Lodge, Henry Cabot",LodgeHenryCabot,Henry Cabot Lodge,Cultural and Community Life,ccl,ccl,6
"Lunceford, Jimmie",LuncefordJimmie,Jimmie Lunceford,Cultural and Community Life,ccl,ccl,6
"Lutz, Edouard",LutzEdouard,Edouard Lutz,Medicine and Science,ms,ms,6
"Lynch, John",LynchJohn,John Lynch,Political and Military History,pmh,pmh,6
"MacDonald, Pirie",MacDonaldPirie,Pirie MacDonald,Work and Industry,wi,wi,6
"Marigny, Marquis de",MarignyMarquisde,Marquis de Marigny,Cultural and Community Life,ccl,ccl,6
"Mather, Margrethe",MatherMargrethe,Margrethe Mather,Work and Industry,wi,wi,6
"Mayer, Merkel & Ottmann",MayerMerkel&Ottmann,Merkel & Ottmann Mayer,Political and Military History,pmh,pmh,6
"Mayer, Thomas",MayerThomas,Thomas Mayer,Cultural and Community Life,ccl,ccl,6
"McKinley, Ida Saxton",McKinleyIdaSaxton,Ida Saxton McKinley,Political and Military History,pmh,pmh,6
"Michel, Jean Baptiste",MichelJeanBaptiste,Jean Baptiste Michel,Work and Industry,wi,wi,6
"Miller, Linda B.",MillerLindaB,Linda B. Miller,Political and Military History,pmh,pmh,6
"Moss, Elisabeth",MossElisabeth,Elisabeth Moss,Cultural and Community Life,ccl,ccl,6
"Mouilleron, Adolphe",MouilleronAdolphe,Adolphe Mouilleron,Work and Industry,wi,wi,6
"Nahmias, Rick",NahmiasRick,Rick Nahmias,Work and Industry,wi,wi,6
"North, Oliver",NorthOliver,Oliver North,Political and Military History,pmh,pmh,6
"Pagan, Leonardo",PaganLeonardo,Leonardo Pagan,Cultural and Community Life,ccl,ccl,6
"Palmer, Frances F.",PalmerFrancesF,Frances F. Palmer,Cultural and Community Life,ccl,ccl,6
"Parker, Fess",ParkerFess,Fess Parker,Cultural and Community Life,ccl,ccl,6
"Parks, Rosa",ParksRosa,Rosa Parks,Political and Military History,pmh,pmh,6
"Penn, Irving",PennIrving,Irving Penn,Work and Industry,wi,wi,6
"Perkins, Helen K.",PerkinsHelenK,Helen K. Perkins,Cultural and Community Life,ccl,ccl,6
"Pierce, Franklin",PierceFranklin,Franklin Pierce,Political and Military History,pmh,pmh,6
"Pike, Jr., Benjamin",PikeJrBenjamin,Benjamin Jr. Pike,Medicine and Science,ms,ms,6
"Pollack, Stanley M.",PollackStanleyM,Stanley M. Pollack,Political and Military History,pmh,pmh,6
"Prima, Louis",PrimaLouis,Louis Prima,Cultural and Community Life,ccl,ccl,6
"Ritter, Tex",RitterTex,Tex Ritter,Cultural and Community Life,ccl,ccl,6
"Rogers, Virginia L.",RogersVirginiaL,Virginia L. Rogers,Cultural and Community Life,ccl,ccl,6
"Rogers, Will",RogersWill,Will Rogers,Cultural and Community Life,ccl,ccl,6
"Rogone, M. Sharon",RogoneMSharon,M. Sharon Rogone,Medicine and Science,ms,ms,6
"Roosevelt, Franklin D",RooseveltFranklinD,Franklin D Roosevelt,Work and Industry,wi,wi,6
"Salmon, A.",SalmonA,A. Salmon,Work and Industry,wi,wi,6
"Schimmel, Wilhelm",SchimmelWilhelm,Wilhelm Schimmel,Cultural and Community Life,ccl,ccl,6
"Schlieke, Bernhard",SchliekeBernhard,Bernhard Schlieke,Work and Industry,wi,wi,6
"Scott, Winfield",ScottWinfield,Winfield Scott,Political and Military History,pmh,pmh,6
"Shapiro, Bernstein and Von Tilzer",ShapiroBernsteinandVonTilzer,Bernstein and Von Tilzer Shapiro,Cultural and Community Life,ccl,ccl,6
"Sheridan, Philip H.",SheridanPhilipH,Philip H. Sheridan,Political and Military History,pmh,pmh,6
"Sherwin, C. Allen",SherwinCAllen,C. Allen Sherwin,Work and Industry,wi,wi,6
"Slover, Alvin",SloverAlvin,Alvin Slover,Cultural and Community Life,ccl,ccl,6
"Slover, Becky",SloverBecky,Becky Slover,Cultural and Community Life,ccl,ccl,6
"Souza, Pete",SouzaPete,Pete Souza,Work and Industry,wi,wi,6
"Spock, Benjamin",SpockBenjamin,Benjamin Spock,Political and Military History,pmh,pmh,6
"Starr, Elisha",StarrElisha,Elisha Starr,Cultural and Community Life,ccl,ccl,6
"Stewart, James",StewartJames,James Stewart,Cultural and Community Life,ccl,ccl,6
"Stumpf, Sharon Lynn",StumpfSharonLynn,Sharon Lynn Stumpf,Cultural and Community Life,ccl,ccl,6
"Ten Eyck, Margaret",TenEyckMargaret,Margaret Ten Eyck,Cultural and Community Life,ccl,ccl,6
"Thomas, Charles Xavier",ThomasCharlesXavier,Charles Xavier Thomas,Medicine and Science,ms,ms,6
"Tunney, Gene",TunneyGene,Gene Tunney,Cultural and Community Life,ccl,ccl,6
"Turner, Terry T.",TurnerTerryT,Terry T. Turner,Political and Military History,pmh,pmh,6
"Vernet, Horace",VernetHorace,Horace Vernet,Work and Industry,wi,wi,6
"Vertue, George",VertueGeorge,George Vertue,Work and Industry,wi,wi,6
"Watkins, Lura Woodside",WatkinsLuraWoodside,Lura Woodside Watkins,Cultural and Community Life,ccl,ccl,6
"Webb, Charles H.",WebbCharlesH,Charles H. Webb,Medicine and Science,ms,ms,6
"Wegman, William",WegmanWilliam,William Wegman,Work and Industry,wi,wi,6
"William IV King of Great Britain, Ireland and Hanover",WilliamIVKingofGreatBritainIrelandandHanover,Ireland and Hanover William IV King of Great Britain,Work and Industry,wi,wi,6
"Williams, Wendy",WilliamsWendy,Wendy Williams,Cultural and Community Life,ccl,ccl,6
"Wilson, Edith",WilsonEdith,Edith Wilson,Political and Military History,pmh,pmh,6
"Woodside, John Archibald",WoodsideJohnArchibald,John Archibald Woodside,Cultural and Community Life,ccl,ccl,6
"Young, William J.",YoungWilliamJ,William J. Young,Medicine and Science,ms,ms,6
"Adams, John Quincy",AdamsJohnQuincy,John Quincy Adams,Political and Military History,pmh,pmh,5
"Alda, Alan",AldaAlan,Alan Alda,Cultural and Community Life,ccl,ccl,5
"Armstrong, W. G.",ArmstrongWG,W. G. Armstrong,Work and Industry,wi,wi,5
"Autry, Gene",AutryGene,Gene Autry,Cultural and Community Life,ccl,ccl,5
"Ayala, Castor",AyalaCastor,Castor Ayala,Cultural and Community Life,ccl,ccl,5
"Basie, Count",BasieCount,Count Basie,Cultural and Community Life,ccl,ccl,5
"Berg, Charles I.",BergCharlesI,Charles I. Berg,Work and Industry,wi,wi,5
"Blakemore, Frances",BlakemoreFrances,Frances Blakemore,Political and Military History,pmh,pmh,5
"Bradford, Ellen Jane Knight",BradfordEllenJaneKnight,Ellen Jane Knight Bradford,Cultural and Community Life,ccl,ccl,5
"Braun, Adolphe",BraunAdolphe,Adolphe Braun,Work and Industry,wi,wi,5
"Brown, Jerry",BrownJerry,Jerry Brown,Political and Military History,pmh,pmh,5
"Buttre, John Chester",ButtreJohnChester,John Chester Buttre,Work and Industry,wi,wi,5
"Cahier, Jean-Charles",CahierJean-Charles,Jean-Charles Cahier,Cultural and Community Life,ccl,ccl,5
"Cardin, Pierre",CardinPierre,Pierre Cardin,Cultural and Community Life,ccl,ccl,5
"Carruth, Mildred Eugenia Teter",CarruthMildredEugeniaTeter,Mildred Eugenia Teter Carruth,Cultural and Community Life,ccl,ccl,5
"Caswell, Laura Thornhill",CaswellLauraThornhill,Laura Thornhill Caswell,Cultural and Community Life,ccl,ccl,5
"Chaplin, Charlie",ChaplinCharlie,Charlie Chaplin,Work and Industry,wi,wi,5
"Chavez-Thompson, Linda",Chavez-ThompsonLinda,Linda Chavez-Thompson,Political and Military History,pmh,pmh,5
"Cherkasky, Lisa",CherkaskyLisa,Lisa Cherkasky,Cultural and Community Life,ccl,ccl,5
"Child, Paul",ChildPaul,Paul Child,Cultural and Community Life,ccl,ccl,5
"Clark, Dick",ClarkDick,Dick Clark,Cultural and Community Life,ccl,ccl,5
"Cnossen, Dan",CnossenDan,Dan Cnossen,Cultural and Community Life,ccl,ccl,5
"Cole, Kenneth",ColeKenneth,Kenneth Cole,Cultural and Community Life,ccl,ccl,5
"Connally, John",ConnallyJohn,John Connally,Political and Military History,pmh,pmh,5
"Copernicus, Nicholas",CopernicusNicholas,Nicholas Copernicus,Cultural and Community Life,ccl,ccl,5
"Cross, W. R.",CrossWR,W. R. Cross,Political and Military History,pmh,pmh,5
"Dali, Salvador",DaliSalvador,Salvador Dali,Work and Industry,wi,wi,5
"Darling, Brown & Sharpe",DarlingBrown&Sharpe,Brown & Sharpe Darling,Medicine and Science,ms,ms,5
"Davis, Jefferson",DavisJefferson,Jefferson Davis,Political and Military History,pmh,pmh,5
"Dewey, George",DeweyGeorge,George Dewey,Political and Military History,pmh,pmh,5
"Di Bona, Vin",DiBonaVin,Vin Di Bona,Cultural and Community Life,ccl,ccl,5
"Dienard, S. N.",DienardSN,S. N. Dienard,Cultural and Community Life,ccl,ccl,5
"Dirksen, Everett",DirksenEverett,Everett Dirksen,Political and Military History,pmh,pmh,5
"Doughty, Melanie van der Heyden Doughty",DoughtyMelanievanderHeydenDoughty,Melanie van der Heyden Doughty Doughty,Cultural and Community Life,ccl,ccl,5
"Edelmann, Max Thomas",EdelmannMaxThomas,Max Thomas Edelmann,Medicine and Science,ms,ms,5
"Edgerton, Harold",EdgertonHarold,Harold Edgerton,Work and Industry,wi,wi,5
"Edwards, Samuel",EdwardsSamuel,Samuel Edwards,Cultural and Community Life,ccl,ccl,5
"Egan, Robert W.",EganRobertW,Robert W. Egan,Political and Military History,pmh,pmh,5
"Ellsworth, Elmer E.",EllsworthElmerE,Elmer E. Ellsworth,Political and Military History,pmh,pmh,5
"Fairey, Shepard",FaireyShepard,Shepard Fairey,Work and Industry,wi,wi,5
"Falk, Sam",FalkSam,Sam Falk,Work and Industry,wi,wi,5
"Farrell, Jeremiah P.",FarrellJeremiahP,Jeremiah P. Farrell,Medicine and Science,ms,ms,5
"Feist, Leo",FeistLeo,Leo Feist,Political and Military History,pmh,pmh,5
"Feliciano, Jose",FelicianoJose,Jose Feliciano,Cultural and Community Life,ccl,ccl,5
"Francis, Joseph",FrancisJoseph,Joseph Francis,Work and Industry,wi,wi,5
"Franklin, Benjamin",FranklinBenjamin,Benjamin Franklin,Political and Military History,pmh,pmh,5
"Galle II, Cornelius",GalleIICornelius,Cornelius Galle II,Work and Industry,wi,wi,5
"Galle, Cristallerie d' Emile",GalleCristalleried'Emile,Cristallerie d' Emile Galle,Cultural and Community Life,ccl,ccl,5
"Gansevoort, Peter",GansevoortPeter,Peter Gansevoort,Political and Military History,pmh,pmh,5
"Garcia, Michael",GarciaMichael,Michael Garcia,Work and Industry,wi,wi,5
"Garfield, Lucretia Rudolph",GarfieldLucretiaRudolph,Lucretia Rudolph Garfield,Political and Military History,pmh,pmh,5
"Gay, Catherine",GayCatherine,Catherine Gay,Cultural and Community Life,ccl,ccl,5
"Gettings, Mary C. Morrison",GettingsMaryCMorrison,Mary C. Morrison Gettings,Work and Industry,wi,wi,5
"Gordon, George P.",GordonGeorgeP,George P. Gordon,Work and Industry,wi,wi,5
"Graham, Martha",GrahamMartha,Martha Graham,Cultural and Community Life,ccl,ccl,5
"Gray, Asa",GrayAsa,Asa Gray,Work and Industry,wi,wi,5
"Gray, Juanita",GrayJuanita,Juanita Gray,Cultural and Community Life,ccl,ccl,5
"Green, Rayna",GreenRayna,Rayna Green,Cultural and Community Life,ccl,ccl,5
"Groebli, Werner",GroebliWerner,Werner Groebli,Cultural and Community Life,ccl,ccl,5
"Harding, Kenneth R.",HardingKennethR,Kenneth R. Harding,Political and Military History,pmh,pmh,5
"Harrison, William",HarrisonWilliam,William Harrison,Cultural and Community Life,ccl,ccl,5
"Hering S. A., Alfredo",HeringSAAlfredo,Alfredo Hering S. A.,Cultural and Community Life,ccl,ccl,5
"Hornbrook, Thomas L.",HornbrookThomasL,Thomas L. Hornbrook,Work and Industry,wi,wi,5
"Howe, E.R.",HoweER,E.R. Howe,Cultural and Community Life,ccl,ccl,5
"Jackson, Virgil A.",JacksonVirgilA,Virgil A. Jackson,Political and Military History,pmh,pmh,5
"Jacque, Charles Emile",JacqueCharlesEmile,Charles Emile Jacque,Work and Industry,wi,wi,5
"Johnson, Jack",JohnsonJack,Jack Johnson,Cultural and Community Life,ccl,ccl,5
"Jolson, Al",JolsonAl,Al Jolson,Cultural and Community Life,ccl,ccl,5
"Kahan, Benjamin",KahanBenjamin,Benjamin Kahan,Cultural and Community Life,ccl,ccl,5
"Kennedy, Jr., John",KennedyJrJohn,John Jr. Kennedy,Political and Military History,pmh,pmh,5
"Keyes, Alan",KeyesAlan,Alan Keyes,Political and Military History,pmh,pmh,5
"Kim, Bill",KimBill,Bill Kim,Cultural and Community Life,ccl,ccl,5
"Kogan, Belle",KoganBelle,Belle Kogan,Cultural and Community Life,ccl,ccl,5
"Koubek, Eva",KoubekEva,Eva Koubek,Cultural and Community Life,ccl,ccl,5
"Lawrence, Lilly F.",LawrenceLillyF,Lilly F. Lawrence,Cultural and Community Life,ccl,ccl,5
"Lazio, Rick",LazioRick,Rick Lazio,Political and Military History,pmh,pmh,5
"Lee, Robert E.",LeeRobertE,Robert E. Lee,Political and Military History,pmh,pmh,5
"Leech, John",LeechJohn,John Leech,Work and Industry,wi,wi,5
"Locke, L. Leland",LockeLLeland,L. Leland Locke,Medicine and Science,ms,ms,5
"Lockwood, Belva Ann",LockwoodBelvaAnn,Belva Ann Lockwood,Political and Military History,pmh,pmh,5
"Looff, Charles I. D.",LooffCharlesID,Charles I. D. Looff,Cultural and Community Life,ccl,ccl,5
"Lozoya, Esther Rafsky",LozoyaEstherRafsky,Esther Rafsky Lozoya,Cultural and Community Life,ccl,ccl,5
"Ludy, Friedrich August",LudyFriedrichAugust,Friedrich August Ludy,Work and Industry,wi,wi,5
"Madison, Dolley",MadisonDolley,Dolley Madison,Political and Military History,pmh,pmh,5
"Marie, Kaitlin",MarieKaitlin,Kaitlin Marie,Medicine and Science,ms,ms,5
"Marshall, Jim",MarshallJim,Jim Marshall,Work and Industry,wi,wi,5
"Martinez, Leopold E.",MartinezLeopoldE,Leopold E. Martinez,Cultural and Community Life,ccl,ccl,5
"Mason, Sidney",MasonSidney,Sidney Mason,Cultural and Community Life,ccl,ccl,5
"Maurer, Louis",MaurerLouis,Louis Maurer,Cultural and Community Life,ccl,ccl,5
"Merrill, James H.",MerrillJamesH,James H. Merrill,Political and Military History,pmh,pmh,5
"Merritt, R. N. S.",MerrittRNS,R. N. S. Merritt,Medicine and Science,ms,ms,5
"Milholland, Inez",MilhollandInez,Inez Milholland,Political and Military History,pmh,pmh,5
"Miller, Edward R.",MillerEdwardR,Edward R. Miller,Work and Industry,wi,wi,5
"Millet, Jean Francois",MilletJeanFrancois,Jean Francois Millet,Work and Industry,wi,wi,5
"Moore, Charlie",MooreCharlie,Charlie Moore,Cultural and Community Life,ccl,ccl,5
"Morse, Paul",MorsePaul,Paul Morse,Work and Industry,wi,wi,5
"Murray, John",MurrayJohn,John Murray,Cultural and Community Life,ccl,ccl,5
"Music, Sports, and Entertainment",MusicSportsandEntertainment,and Entertainment Sports Music,Cultural and Community Life,ccl,ccl,5
"Noggle, Anne",NoggleAnne,Anne Noggle,Work and Industry,wi,wi,5
"Nusser, Heinrich",NusserHeinrich,Heinrich Nusser,Work and Industry,wi,wi,5
"Olney, Edward",OlneyEdward,Edward Olney,Medicine and Science,ms,ms,5
"O'Malley, John",O'MalleyJohn,John O'Malley,Cultural and Community Life,ccl,ccl,5
"Ostheimer, Private Helen",OstheimerPrivateHelen,Private Helen Ostheimer,Political and Military History,pmh,pmh,5
"Outerbridge, Jr., Paul",OuterbridgeJrPaul,Paul Jr. Outerbridge,Work and Industry,wi,wi,5
"Page, Brian R.",PageBrianR,Brian R. Page,Medicine and Science,ms,ms,5
"Patterson, Frank S.",PattersonFrankS,Frank S. Patterson,Cultural and Community Life,ccl,ccl,5
"Peale, Charles Willson",PealeCharlesWillson,Charles Willson Peale,Work and Industry,wi,wi,5
"Pearson, Joan Jockwig",PearsonJoanJockwig,Joan Jockwig Pearson,Cultural and Community Life,ccl,ccl,5
"Pease, Richard H.",PeaseRichardH,Richard H. Pease,Cultural and Community Life,ccl,ccl,5
"Peebles, Ann",PeeblesAnn,Ann Peebles,Cultural and Community Life,ccl,ccl,5
"Pennell, Joseph",PennellJoseph,Joseph Pennell,Work and Industry,wi,wi,5
"Perkins, Marlin",PerkinsMarlin,Marlin Perkins,Cultural and Community Life,ccl,ccl,5
"Petersen, George A.",PetersenGeorgeA,George A. Petersen,Political and Military History,pmh,pmh,5
"Philip Dziuk, Ph.D",PhilipDziukPhD,Ph.D Philip Dziuk,Medicine and Science,ms,ms,5
"Prang, Louis",PrangLouis,Louis Prang,Work and Industry,wi,wi,5
"Price, Sammy",PriceSammy,Sammy Price,Cultural and Community Life,ccl,ccl,5
"Ralph, J.",RalphJ,J. Ralph,Cultural and Community Life,ccl,ccl,5
"Reeve, Christopher",ReeveChristopher,Christopher Reeve,Cultural and Community Life,ccl,ccl,5
"Reich, Molka",ReichMolka,Molka Reich,Cultural and Community Life,ccl,ccl,5
"Reid, John M.",ReidJohnM,John M. Reid,Medicine and Science,ms,ms,5
"Rice, Knowlton",RiceKnowlton,Knowlton Rice,Medicine and Science,ms,ms,5
"Rigaud, Hyacinthe",RigaudHyacinthe,Hyacinthe Rigaud,Work and Industry,wi,wi,5
"Robb, Samuel A.",RobbSamuelA,Samuel A. Robb,Cultural and Community Life,ccl,ccl,5
"Roberts, John G.",RobertsJohnG,John G. Roberts,Political and Military History,pmh,pmh,5
"Robeson, Paul",RobesonPaul,Paul Robeson,Cultural and Community Life,ccl,ccl,5
"Rogers, Fred",RogersFred,Fred Rogers,Cultural and Community Life,ccl,ccl,5
"Rogers, Randolph",RogersRandolph,Randolph Rogers,Work and Industry,wi,wi,5
"Roosevelt, Franklin D",RooseveltFranklinD,Franklin D Roosevelt,Political and Military History,pmh,pmh,5
"Ross, Charles Corwin",RossCharlesCorwin,Charles Corwin Ross,Cultural and Community Life,ccl,ccl,5
"Rossi, Giovanni Giacomo",RossiGiovanniGiacomo,Giovanni Giacomo Rossi,Work and Industry,wi,wi,5
"Rothstein, Arthur",RothsteinArthur,Arthur Rothstein,Work and Industry,wi,wi,5
"Russell, Ethan",RussellEthan,Ethan Russell,Work and Industry,wi,wi,5
"Sawyer, Diane",SawyerDiane,Diane Sawyer,Political and Military History,pmh,pmh,5
"Scaasi, Arnold",ScaasiArnold,Arnold Scaasi,Cultural and Community Life,ccl,ccl,5
"Segerstrom, Lane",SegerstromLane,Lane Segerstrom,Cultural and Community Life,ccl,ccl,5
"Senich, Rudy",SenichRudy,Rudy Senich,Cultural and Community Life,ccl,ccl,5
"Shaffer, Earl V.",ShafferEarlV,Earl V. Shaffer,Cultural and Community Life,ccl,ccl,5
"Shakespeare, William",ShakespeareWilliam,William Shakespeare,Cultural and Community Life,ccl,ccl,5
"Slotkin, Stanley S.",SlotkinStanleyS,Stanley S. Slotkin,Work and Industry,wi,wi,5
"Smulyan, Susan",SmulyanSusan,Susan Smulyan,Cultural and Community Life,ccl,ccl,5
"Stagg, David I.",StaggDavidI,David I. Stagg,Cultural and Community Life,ccl,ccl,5
"Stern, Catherine",SternCatherine,Catherine Stern,Medicine and Science,ms,ms,5
"Stock, Jacob",StockJacob,Jacob Stock,Work and Industry,wi,wi,5
"Stuart, Gilbert",StuartGilbert,Gilbert Stuart,Work and Industry,wi,wi,5
"Sullivan, John L.",SullivanJohnL,John L. Sullivan,Cultural and Community Life,ccl,ccl,5
"Tasker, Dain L.",TaskerDainL,Dain L. Tasker,Work and Industry,wi,wi,5
"Terman, Lewis M.",TermanLewisM,Lewis M. Terman,Medicine and Science,ms,ms,5
"Tiemann, George",TiemannGeorge,George Tiemann,Medicine and Science,ms,ms,5
"Toscanini, Arturo",ToscaniniArturo,Arturo Toscanini,Cultural and Community Life,ccl,ccl,5
"Tracy, Paul",TracyPaul,Paul Tracy,Medicine and Science,ms,ms,5
"Trickey, Minnijean Brown",TrickeyMinnijeanBrown,Minnijean Brown Trickey,Cultural and Community Life,ccl,ccl,5
"Trumbull, John",TrumbullJohn,John Trumbull,Political and Military History,pmh,pmh,5
"Upatnieks, Juris",UpatnieksJuris,Juris Upatnieks,Work and Industry,wi,wi,5
"Wagner, F.",WagnerF,F. Wagner,Work and Industry,wi,wi,5
"Wales, Wally",WalesWally,Wally Wales,Work and Industry,wi,wi,5
"Ward, Jay",WardJay,Jay Ward,Cultural and Community Life,ccl,ccl,5
"Watkins, C. Malcolm",WatkinsCMalcolm,C. Malcolm Watkins,Work and Industry,wi,wi,5
"Wechsler, David",WechslerDavid,David Wechsler,Medicine and Science,ms,ms,5
"Wiener, Jeffrey D.",WienerJeffreyD,Jeffrey D. Wiener,Cultural and Community Life,ccl,ccl,5
"Williams, Mason",WilliamsMason,Mason Williams,Cultural and Community Life,ccl,ccl,5
"Williams, Tex",WilliamsTex,Tex Williams,Cultural and Community Life,ccl,ccl,5
"Wilson, Allen B.",WilsonAllenB,Allen B. Wilson,Cultural and Community Life,ccl,ccl,5
"Wilson, Edith Bolling Galt",WilsonEdithBollingGalt,Edith Bolling Galt Wilson,Political and Military History,pmh,pmh,5
"Woods, Benjamin O.",WoodsBenjaminO,Benjamin O. Woods,Work and Industry,wi,wi,5
"Wright, Gene",WrightGene,Gene Wright,Work and Industry,wi,wi,5
"Young, Faron",YoungFaron,Faron Young,Cultural and Community Life,ccl,ccl,5
